ORF	growth;standard
YOR301W	1.043
YOR304C-A	0.988
YOR304W	0.969
YOR306C	1.003
YOR307C	1.036
YOR308C	0.971
YOR309C	0.743
YOR311C	0.947
YOR313C	0.993
YOR314W	0.985
YOR315W	0.959
YOR316C	1.026
YOR317W	1.044
YOR318C	1.078
YOR320C	1.044
YOR321W	1.061
YOR322C	0.932
YOR323C	0.094
YOR324C	1.035
YOR325W	0.985
YOR327C	0.993
YOR328W	1.022
YOR330C	0.481
YOR332W	0.387
YOR333C	1.006
YOR334W	0.992
YOR337W	0.972
YOR338W	1.006
YOR339C	1.015
YOR342C	1.008
YOR343C	1.015
YOR344C	0.987
YOR345C	1.042
YOR346W	1.016
YOR347C	1.051
YOR348C	0.982
YOR349W	1.053
YOR350C	0.743
YOR351C	0.985
YOR352W	1.010
YOR354C	0.930
YOR355W	0.905
YOR356W	1.038
YOR357C	0.983
YOR358W	0.781
YOR359W	0.898
YOR360C	1.062
YOR363C	1.020
YOR364W	0.990
YOR365C	1.008
YOR366W	1.045
YOR367W	1.007
YOR368W	0.998
YOR369C	1.011
YOR371C	1.058
YOR374W	0.989
YOR375C	1.022
YOR376W	1.010
YOR376W-A	0.937
YOR377W	1.034
YOR378W	1.022
YOR379C	1.050
YOR380W	1.075
YOR381W	1.027
YOR381W-A	0.999
YOR382W	1.022
YOR383C	1.046
YOR384W	1.014
YOR385W	1.046
YOR386W	1.078
YOR388C	1.016
YOR389W	1.000
YOR390W	0.997
YOR391C	1.012
YOR393W	1.021
YOR394C-A	1.033
YOR394W	1.053
YOR396W	1.032
YPL001W	0.990
YPL002C	0.240
YPL003W	0.997
YPL004C	1.054
YPL005W	0.638
YPL006W	0.996
YPL008W	0.983
YPL009C	1.021
YPL013C	0.483
YPL014W	1.049
YPL015C	1.025
YPL017C	1.002
YPL018W	1.023
YPL019C	1.076
YPL021W	1.046
YPL022W	0.954
YPL023C	0.973
YPL025C	0.981
YPL026C	0.968
YPL027W	1.067
YPL029W	0.582
YPL030W	1.010
YPL031C	0.409
YPL032C	1.042
YPL033C	0.988
YPL034W	1.050
YPL035C	1.043
YPL036W	0.872
YPL037C	0.919
YPL038W	1.003
YPL038W-A	1.048
YPL039W	1.031
YPL040C	0.344
YPL041C	1.009
YPL042C	0.382
YPL045W	0.164
YPL046C	1.095
YPL047W	0.858
YPL048W	0.998
YPL049C	0.668
YPL050C	0.203
YPL051W	0.992
YPL052W	1.016
YPL053C	1.033
YPL054W	1.002
YPL055C	0.798
YPL056C	1.008
YPL057C	0.888
YPL058C	1.093
YPL059W	0.123
YPL060C-A	1.012
YPL060W	1.051
YPL061W	0.965
YPL062W	0.952
YPL064C	0.985
YPL065W	0.348
YPL066W	0.977
YPL067C	1.068
YPL068C	1.001
YPL069C	0.681
YPL070W	1.016
YPL071C	1.027
YPL072W	1.012
YPL073C	1.017
YPL074W	1.067
YPL077C	0.971
YPL078C	0.560
YPL079W	0.765
YPL080C	0.750
YPL081W	1.004
YPL084W	0.283
YPL086C	0.766
YPL087W	1.027
YPL088W	1.018
YPL089C	1.032
YPL090C	0.601
YPL091W	1.056
YPL092W	1.033
YPL095C	1.019
YPL096C-A	0.590
YPL096W	1.003
YPL097W	0.349
YPL098C	0.923
YPL099C	0.999
YPL100W	0.938
YPL101W	0.792
YPL102C	0.803
YPL103C	1.017
YPL104W	0.343
YPL105C	1.041
YPL106C	0.545
YPL107W	0.974
YPL108W	1.034
YPL109C	1.015
YPL110C	1.035
YPL111W	1.031
YPL112C	0.973
YPL113C	1.018
YPL114W	1.026
YPL115C	1.002
YPL116W	1.019
YPL118W	0.463
YPL119C	1.047
YPL119C-A	1.024
YPL120W	0.915
YPL121C	1.043
YPL123C	1.047
YPL127C	1.006
YPL130W	1.107
YPL132W	0.780
YPL133C	1.020
YPL134C	1.057
YPL135W	1.014
YPL136W	0.977
YPL137C	1.001
YPL138C	0.992
YPL139C	0.998
YPL140C	1.016
YPL141C	1.061
YPL144W	0.889
YPL145C	1.003
YPL147W	1.041
YPL148C	0.693
YPL149W	1.002
YPL150W	0.983
YPL152W	0.978
YPL154C	1.010
YPL155C	1.025
YPL156C	1.090
YPL157W	0.752
YPL158C	0.840
YPL159C	0.978
YPL161C	0.824
YPL162C	1.007
YPL163C	1.020
YPL164C	0.996
YPL165C	1.018
YPL166W	0.987
YPL167C	1.022
YPL168W	0.974
YPL170W	1.017
YPL171C	1.050
YPL172C	0.676
YPL173W	0.452
YPL174C	0.755
YPL176C	0.994
YPL177C	0.922
YPL178W	0.471
YPL179W	0.911
YPL180W	0.462
YPL181W	1.100
YPL182C	1.075
YPL183C	0.990
YPL183W-A	0.827
YPL184C	0.850
YPL185W	1.002
YPL186C	1.084
YPL187W	1.024
YPL188W	0.151
YPL189C-A	0.809
YPL189W	1.092
YPL191C	1.040
YPL192C	1.061
YPL194W	0.999
YPL195W	1.017
YPL196W	1.026
YPL197C	1.023
YPL198W	1.022
YPL199C	0.999
YPL200W	0.993
YPL201C	1.039
YPL202C	1.025
YPL203W	1.061
YPL205C	0.651
YPL206C	1.069
YPL207W	1.046
YPL208W	1.021
YPL212C	0.983
YPL213W	0.469
YPL214C	1.040
YPL215W	0.699
YPL216W	0.984
YPL219W	1.015
YPL220W	1.000
YPL221W	1.030
YPL222W	1.008
YPL223C	1.064
YPL224C	1.014
YPL225W	0.999
YPL226W	0.620
YPL227C	1.004
YPL229W	1.012
YPL230W	1.010
YPL232W	1.046
YPL234C	0.244
YPL236C	1.010
YPL239W	0.502
YPL240C	1.018
YPL241C	1.004
YPL244C	0.996
YPL245W	1.006
YPL246C	1.059
YPL247C	1.048
YPL248C	1.046
YPL249C	0.981
YPL250C	0.960
YPL253C	1.014
YPL254W	0.283
YPL256C	1.003
YPL257W	0.997
YPL258C	1.020
YPL259C	0.976
YPL260W	0.899
YPL261C	0.793
YPL262W	0.831
YPL263C	0.991
YPL264C	0.991
YPL265W	1.078
YPL267W	1.082
YPL268W	0.611
YPL269W	1.027
YPL270W	0.865
YPL271W	0.178
YPL272C	1.024
YPL273W	1.037
YPL274W	1.051
YPL275W	1.023
YPL276W	1.064
YPL277C	1.044
YPL278C	1.044
YPL282C	0.989
YPL283C	1.126
YPR001W	1.052
YPR002W	1.028
YPR003C	1.062
YPR004C	1.021
YPR005C	1.002
YPR006C	1.057
YPR007C	1.009
YPR008W	1.014
YPR009W	1.035
YPR011C	1.024
YPR012W	1.014
YPR013C	1.084
YPR014C	0.966
YPR015C	1.014
YPR017C	1.017
YPR018W	0.886
YPR020W	0.882
YPR021C	1.024
YPR022C	0.998
YPR023C	0.925
YPR024W	0.675
YPR026W	1.018
YPR027C	0.999
YPR028W	1.052
YPR029C	1.009
YPR030W	1.015
YPR031W	1.011
YPR032W	0.816
YPR036W	0.345
YPR036W-A	1.049
YPR037C	1.018
YPR038W	1.021
YPR039W	1.026
YPR040W	1.021
YPR042C	1.003
YPR043W	0.547
YPR044C	0.712
YPR045C	0.939
YPR046W	1.060
YPR047W	0.286
YPR049C	0.920
YPR050C	0.975
YPR051W	0.989
YPR052C	1.033
YPR053C	1.036
YPR054W	0.994
YPR057W	0.872
YPR058W	1.026
YPR059C	1.011
YPR060C	0.905
YPR061C	1.018
YPR062W	1.048
YPR063C	0.992
YPR064W	0.987
YPR065W	1.001
YPR066W	0.841
YPR067W	0.115
YPR068C	1.065
YPR069C	0.720
YPR070W	0.746
YPR071W	1.014
YPR073C	0.993
YPR074C	0.943
YPR075C	1.013
YPR076W	1.004
YPR077C	1.024
YPR078C	1.048
YPR079W	0.985
YPR080W	0.939
YPR081C	0.960
YPR083W	1.039
YPR084W	0.966
YPR089W	1.029
YPR090W	1.020
YPR091C	0.984
YPR092W	0.997
YPR093C	1.004
YPR095C	1.081
YPR096C	0.997
YPR097W	1.022
YPR098C	1.008
YPR100W	0.551
YPR101W	0.563
YPR106W	0.992
YPR108W-A	1.077
YPR109W	0.993
YPR111W	1.011
YPR114W	1.011
YPR115W	1.026
YPR116W	0.472
YPR117W	0.766
YPR118W	0.969
YPR119W	1.009
YPR120C	1.011
YPR121W	1.024
YPR122W	0.974
YPR124W	0.603
YPR125W	1.042
YPR126C	0.981
YPR127W	1.001
YPR128C	1.008
YPR129W	1.064
YPR130C	0.986
YPR131C	0.764
YPR132W	0.426
YPR133W-A	0.971
YPR134W	0.823
YPR135W	0.805
YPR138C	1.001
YPR140W	1.040
YPR141C	0.677
YPR145W	1.011
YPR146C	1.032
YPR147C	1.043
YPR148C	1.066
YPR149W	1.022
YPR150W	1.008
YPR151C	1.020
YPR152C	1.012
YPR153W	1.003
YPR154W	1.058
YPR155C	0.974
YPR156C	1.036
YPR157W	1.032
YPR158W	1.017
YPR159C-A	1.001
YPR160W	1.039
YPR164W	0.927
YPR166C	0.429
YPR167C	0.980
YPR170C	0.986
YPR171W	1.025
YPR172W	1.019
YPR173C	0.614
YPR174C	1.100
YPR179C	0.813
YPR184W	1.004
YPR185W	0.945
YPR188C	1.013
YPR189W	0.923
YPR191W	0.728
YPR192W	1.017
YPR193C	1.019
YPR194C	1.041
YPR195C	1.054
YPR196W	1.001
YPR197C	1.039
YPR198W	1.050
YPR199C	1.018
YPR200C	1.033
YPR201W	1.040
YPR202W	1.058
