ORF	Rnr3 abundance;Untreated conditions	Rnr3 abundance;YPD, 0.03% MMS
YNL288W	-0.231	-0.129
YOR151C	-0.232	0.802
YGL112C	-0.232	0.512
YGL041C	-0.232	0.087
YBR235W	-0.233	-0.072
YMR254C	-0.234	-0.001
YFR005C	-0.234	-0.022
YER119C-A	-0.236	-0.513
YLR387C	-0.236	-0.057
YDR403W	-0.236	0.009
YDR072C	-0.238	0.114
YDL184C	-0.239	0.030
YLR098C	-0.239	0.129
YCR105W	-0.239	-0.080
YOR184W	-0.239	0.141
YLR454W	-0.239	0.077
YPR045C	-0.240	0.362
YMR086C-A	-0.240	0.091
YGR158C	-0.241	-1.297
YPR028W	-0.243	0.028
YMR157C	-0.243	-0.187
YDR364C	-0.243	-0.606
YHR111W	-0.243	-0.225
YKR024C	-0.243	-0.603
YOL086C	-0.245	0.140
YGR077C	-0.247	0.212
YJL131C	-0.248	0.104
YKR013W	-0.248	-0.338
YMR285C	-0.248	-0.105
YDL110C	-0.248	-0.014
YJL081C	-0.249	-0.290
YKL120W	-0.249	-0.545
YPL170W	-0.249	0.126
YNR031C	-0.251	0.136
YDR279W	-0.251	0.115
YLR197W	-0.251	0.068
YML008C	-0.253	0.184
YDR494W	-0.254	-0.034
YBR257W	-0.254	-0.764
YOR253W	-0.254	0.025
YGL029W	-0.255	-0.297
YDR128W	-0.256	0.203
YDR172W	-0.256	-0.571
YBR059C	-0.257	0.033
YGR006W	-0.289	0.236
YGL094C	-0.258	-0.142
YNL190W	-0.258	0.040
YDL132W	-0.259	-0.092
YPL093W	-0.259	-0.912
YNL035C	-0.259	-0.019
YDL130W	-0.259	-0.435
YFR011C	-0.259	0.001
YMR244C-A	-0.260	0.221
YBR084W	-0.260	-0.043
YLR062C	-0.261	-0.305
YPL183C	-0.261	0.051
YAR047C	-0.261	0.041
YCL006C	-0.262	0.048
YOR112W	-0.262	-0.031
YKL009W	-0.262	-0.563
YPR195C	-0.263	-0.010
YHL031C	-0.263	-0.190
YHR190W	-0.263	0.535
YDR439W	-0.264	-0.052
YPR075C	-0.264	-0.119
YER018C	-0.265	0.440
YGL236C	-0.265	-0.184
YLL035W	-0.266	-0.474
YLL045C	-0.267	-0.010
YNL075W	-0.267	-0.469
YEL013W	-0.268	0.057
YBL013W	-0.268	0.097
YHR082C	-0.270	0.114
YLR023C	-0.270	0.020
YNR038W	-0.270	-0.124
YJR147W	-0.271	-0.043
YLR061W	-0.272	-0.276
YOR272W	-0.272	-0.648
YJR094W-A	-0.276	-0.233
YFR034C	-0.276	0.022
YLR294C	-0.277	0.143
YJL110C	-0.278	0.010
YNL052W	-0.280	0.341
YOR354C	-0.281	-0.076
YHR198C	-0.282	-0.321
YER092W	-0.282	-0.481
YER077C	-0.283	-0.363
YDR056C	-0.284	0.037
YDR294C	-0.287	0.007
YPL252C	-0.288	-0.072
YML030W	-0.289	0.155
YDR541C	-0.291	0.113
YPL213W	-0.293	0.076
YJR032W	-0.293	-0.011
YLR397C	-0.293	-0.171
YGL235W	-0.296	-0.218
YIL061C	-0.296	-0.267
YIL133C	-0.296	-0.324
YOR016C	-0.296	0.069
YMR271C	-0.297	0.002
YFR032C-A	-0.297	-0.188
YKL095W	-0.298	0.401
YER142C	-0.303	1.785
YBL087C	-0.304	-0.446
YLR184W	-0.304	-0.058
YOL077C	-0.305	-0.457
YDR101C	-0.306	-0.275
YNL183C	-0.307	-0.003
YER022W	-0.309	-0.413
YLR378C	-0.309	-0.466
YOL044W	-0.310	0.474
YMR194W	-0.311	-0.305
YGR084C	-0.311	-0.215
YDL082W	-0.311	-0.466
YDR158W	-0.315	0.023
YDR527W	-0.316	-0.087
YLR212C	-0.351	-0.509
YOR288C	-0.318	-0.028
YBR142W	-0.318	-0.342
YJL177W	-0.319	-0.307
YKR081C	-0.320	-0.151
YHR117W	-0.322	0.017
YDL191W	-0.322	-0.491
YER093C-A	-0.323	0.087
YGR085C	-0.324	-0.441
YLR276C	-0.326	-0.397
YDR234W	-0.326	-0.587
YLR185W	-0.327	-0.191
YLR011W	-0.328	-0.040
YLR002C	-0.328	0.478
YOL049W	-0.328	0.092
YLR055C	-0.329	-0.822
YLR008C	-0.332	-0.056
YNR020C	-0.333	-0.031
YKL109W	-0.338	-0.452
YDL062W	-0.341	-0.345
YNL062C	-0.341	-0.361
YMR023C	-0.342	0.047
YNL167C	-0.345	-0.209
YKL167C	-0.345	-0.097
YNL329C	-0.348	0.179
YMR193C-A	-0.352	-0.464
YJL125C	-0.353	-0.274
YMR213W	-0.353	-0.434
YDL136W	-0.353	-0.162
YDL076C	-0.354	0.095
YPR094W	-0.356	-0.438
YNL136W	-0.359	-0.140
YHR085W	-0.359	-0.530
YOR334W	-0.362	0.014
YFR033C	-0.362	-0.210
YKR099W	-0.363	-0.108
YER013W	-0.363	0.294
YDR512C	-0.364	0.419
YPL063W	-0.368	-0.233
YLR196W	-0.370	-0.544
YNL169C	-0.371	-0.102
YPL079W	-0.371	-0.313
YML017W	-0.376	-0.350
YGR103W	-0.378	-0.497
YMR049C	-0.381	-0.311
YLR448W	-0.383	-0.419
YBR095C	-0.389	-0.379
YPL178W	-0.392	-0.354
YMR269W	-0.396	-0.022
YPR191W	-0.399	NaN
YKL087C	-0.402	-0.419
YFR031C-A	-0.403	-0.548
YNL067W	-0.404	-0.042
YBR153W	-0.405	-0.189
YIL134W	-0.405	NaN
YLR145W	-0.406	-0.361
YBR266C	-0.406	-0.444
YER006W	-0.407	-0.182
YOR037W	-0.409	-0.388
YOL027C	-0.411	0.270
YJR017C	-0.411	-0.411
YPL060W	-0.414	-0.060
YKL172W	-0.423	-0.224
YLR058C	-0.426	0.913
YBL072C	-0.429	-0.722
YKL137W	-0.429	-1.391
YHL033C	-0.430	-0.292
YDR496C	-0.431	-0.226
YDR087C	-0.431	-0.152
YLR192C	-0.431	-0.219
YOL008W	-0.442	-0.503
YJR070C	-0.452	0.108
YOR335C	-0.454	-0.315
YDR116C	-0.454	0.010
YAL025C	-0.455	-0.485
YDL033C	-0.464	NaN
YBR084C-A	-0.465	-0.462
YNR053C	-0.470	-0.606
YGL120C	-0.470	0.275
YCL025C	-0.471	0.100
YJR045C	-0.471	-0.097
YNL069C	-0.473	-0.490
YBL051C	-0.478	-0.410
YFR040W	-0.479	-0.566
YOL052C	-0.483	0.114
YNR017W	-0.483	-0.493
YBL074C	-0.493	0.437
YGR174C	-0.493	-0.540
YPL080C	-0.495	-0.276
YPR044C	-0.495	-0.221
YHR189W	-0.498	-0.489
YML081C-A	-0.500	0.080
YNL163C	-0.514	-0.380
YDR316W	-0.542	-0.209
YIL110W	-0.546	-0.279
YPL226W	-0.548	0.074
YPR134W	-0.560	NaN
YOR297C	-0.561	-0.451
YOR232W	-0.564	-0.130
YPR069C	-0.574	0.187
YDL077C	-0.576	0.422
YNR018W	-0.622	-0.184
YEL032W	-0.646	-0.969
YDL143W	-0.672	-0.123
YGL125W	-0.704	-0.329
YPL211W	-0.724	-1.087
YDR173C	0.000	1.142
YFL023W	0.000	0.703
YNL104C	0.000	0.240
YLR182W	0.000	0.146
YDR123C	0.000	0.081
YDR034C	0.000	-0.154
YBL094C	0.000	-0.401
YBR115C	0.000	-0.461
