orf	hap a | number of peroxisomes | standard [standard] | Yofe I~Thoms S, 2017	hap a | peroxisomes distribution | standard [standard] | Yofe I~Thoms S, 2017
YMR048W	2.53	11.04
YMR052C-A	2.58	11.45
YMR052W	2.67	12.72
YMR053C	2.51	13.45
YMR054W	2.57	10.62
YMR055C	2.34	13.63
YMR056C	2.36	11.75
YMR057C	2.62	12.45
YMR058W	2.34	9.74
YMR060C	2.94	10.36
YMR063W	2.57	9.43
YMR065W	2.83	10.76
YMR067C	2.49	9.26
YMR068W	2.38	10.44
YMR069W	2.39	10.64
YMR070W	2.23	10.41
YMR071C	2.54	8.37
YMR072W	2.64	11.3
YMR073C	2.82	9.2
YMR074C	2.44	9.38
YMR075C-A	2.39	9.27
YMR075W	2.58	12.01
YMR077C	2.85	10.12
YMR078C	2.63	10.7
YMR080C	3.58	13.57
YMR081C	2.51	9.88
YMR082C	2.5	10.76
YMR084W	2.46	9.05
YMR085W	2.42	11.45
YMR086C-A	2.45	10.9
YMR086W	2.34	11.6
YMR087W	2.65	9.28
YMR088C	2.32	10.47
YMR089C	3.09	17.93
YMR090W	2.41	12.46
YMR092C	2.54	10.26
YMR095C	2.55	9.73
YMR096W	2.61	10.94
YMR099C	2.47	11.11
YMR100W	2.79	9.43
YMR101C	2.43	10.79
YMR102C	2.33	10.43
YMR104C	2.61	11.75
YMR105C	2.58	9.59
YMR106C	2.52	8.39
YMR107W	2.41	11.29
YMR109W	2.51	10.18
YMR110C	2.56	10.29
YMR111C	2.53	11.26
YMR114C	2.48	11.15
YMR115W	2.51	12.18
YMR118C	2.27	8.42
YMR119W	2.42	11.87
YMR119W-A	2.29	12.71
YMR120C	2.19	11.12
YMR121C	2.54	10.1
YMR122C	2.65	10.19
YMR124W	2.45	9.77
YMR125W	2.21	8.16
YMR126C	2.58	11.52
YMR127C	2.51	10.44
YMR129W	2.55	9.16
YMR130W	2.31	9.51
YMR132C	2.66	8.91
YMR133W	2.32	11.67
YMR135C	2.21	9.61
YMR135W-A	2.37	11.64
YMR136W	2.53	10.23
YMR137C	2.56	9.77
YMR138W	2.56	10.69
YMR139W	2.66	9.88
YMR140W	2.27	8.0
YMR141C	2.33	7.97
YMR142C	3.15	13.94
YMR143W	3.0	5.71
YMR144W	2.46	8.8
YMR145C	2.39	8.3
YMR147W	2.34	8.18
YMR148W	2.54	8.41
YMR150C	2.81	18.32
YMR151W	2.76	22.97
YMR152W	2.44	8.29
YMR153C-A	2.52	8.07
YMR153W	2.72	7.45
YMR154C	2.56	13.19
YMR155W	2.46	7.84
YMR156C	2.33	8.46
YMR157C	2.44	7.68
YMR158C-A	2.5	12.55
YMR158W-B	2.38	7.41
YMR159C	2.33	7.9
YMR160W	2.28	13.88
YMR161W	2.46	8.21
YMR162C	2.29	7.17
YMR163C	1.49	11.57
YMR164C	2.56	8.87
YMR166C	2.52	8.22
YMR167W	2.45	9.29
YMR169C	2.49	10.16
YMR170C	2.38	8.75
YMR171C	2.62	10.76
YMR172C-A	2.4	7.51
YMR172W	2.4	10.03
YMR173W	2.34	13.42
YMR173W-A	2.39	8.26
YMR174C	2.45	11.83
YMR175W	2.61	9.77
YMR176W	2.28	8.41
YMR177W	2.33	7.25
YMR178W	2.44	8.98
YMR180C	2.49	7.77
YMR181C	2.5	9.36
YMR182C	2.67	7.31
YMR183C	2.55	9.58
YMR184W	2.94	6.62
YMR186W	2.57	8.53
YMR187C	2.57	6.01
YMR188C	2.45	7.61
YMR189W	2.71	8.09
YMR190C	2.52	8.87
YMR191W	2.49	10.13
YMR192W	2.58	8.42
YMR193C-A	2.67	8.71
YMR193W	2.32	8.06
YMR194C-A	2.5	11.65
YMR194W	2.76	7.66
YMR195W	2.25	8.53
YMR196W	2.35	8.76
YMR198W	2.58	13.72
YMR199W	2.45	8.17
YMR201C	2.49	10.26
YMR202W	2.62	6.54
YMR204C	1.32	16.9
YMR205C	1.48	19.88
YMR206W	2.45	6.92
YMR207C	2.43	6.89
YMR209C	2.35	10.12
YMR210W	2.43	9.16
YMR214W	2.24	11.53
YMR215W	2.44	6.51
YMR216C	2.8	8.32
YMR219W	2.37	8.92
YMR221C	2.25	8.88
YMR222C	2.46	7.66
YMR223W	2.27	11.76
YMR225C	2.24	7.94
YMR226C	2.51	7.71
YMR228W	2.73	22.37
YMR230W	3.04	7.32
YMR231W	2.51	8.36
YMR232W	2.49	9.45
YMR233W	2.42	7.49
YMR237W	2.25	7.49
YMR238W	2.23	8.3
YMR241W	2.03	8.07
YMR244C-A	2.3	7.23
YMR244W	2.39	8.19
YMR245W	2.29	7.96
YMR246W	2.33	7.76
YMR247C	2.47	7.5
YMR250W	2.38	8.54
YMR251W	2.43	7.57
YMR251W-A	2.23	7.44
YMR252C	2.21	7.24
YMR253C	2.23	7.26
YMR255W	2.24	7.99
YMR257C	2.51	20.07
YMR258C	2.22	7.61
YMR259C	2.1	8.34
YMR261C	2.17	7.93
YMR262W	2.11	8.54
YMR263W	2.75	13.58
YMR264W	1.91	7.75
YMR265C	2.04	7.72
YMR266W	2.18	7.77
YMR267W	2.63	17.91
YMR271C	2.35	8.91
YMR272C	2.18	7.27
YMR274C	2.21	8.19
YMR275C	2.37	7.62
YMR276W	2.06	8.3
YMR278W	2.23	7.43
YMR279C	2.42	8.86
YMR280C	2.11	7.39
YMR282C	1.97	8.21
YMR284W	2.29	7.88
YMR285C	2.28	9.34
YMR287C	2.41	18.68
YMR289W	2.2	8.45
YMR291W	2.22	8.21
YMR292W	2.16	7.65
YMR293C	2.72	16.75
YMR294W	2.6	8.5
YMR294W-A	2.15	8.08
YMR295C	2.19	7.63
YMR299C	2.29	9.24
YMR300C	2.29	8.4
YMR302C	1.97	8.4
YMR303C	2.17	8.53
YMR304C-A	2.34	7.37
YMR304W	2.28	10.19
YMR305C	2.01	9.79
YMR306C-A	2.18	7.72
YMR306W	2.51	9.17
YMR307W	2.1	7.38
YMR310C	2.25	7.69
YMR311C	2.54	10.22
YMR312W	2.32	10.05
YMR313C	2.22	9.5
YMR315W	2.26	11.01
YMR316C-A	2.45	10.86
YMR316C-B	2.52	10.78
YMR316W	2.54	10.36
YMR317W	2.47	10.35
YMR318C	2.45	10.02
YMR319C	2.44	9.62
YMR320W	2.36	10.95
YMR322C	2.46	10.56
YMR326C	2.42	12.53
YNL001W	2.76	7.92
YNL004W	2.56	10.54
YNL008C	2.41	12.79
YNL009W	2.46	10.11
YNL010W	2.49	9.94
YNL011C	2.59	11.5
YNL012W	2.5	10.11
YNL013C	2.51	10.64
YNL014W	2.88	13.58
YNL015W	2.66	11.2
YNL016W	2.86	9.47
YNL020C	2.59	11.33
YNL021W	2.52	10.96
YNL022C	2.46	10.95
YNL023C	2.56	11.6
YNL024C	2.44	11.88
YNL028W	2.27	10.93
YNL029C	2.41	10.22
YNL030W	2.34	10.76
YNL031C	2.3	14.34
YNL032W	2.27	11.17
YNL034W	2.41	10.82
YNL035C	2.45	11.04
YNL037C	2.88	20.29
YNL040W	2.51	11.25
YNL041C	2.41	10.03
YNL043C	2.31	11.16
YNL044W	2.46	11.88
YNL045W	2.45	11.02
YNL046W	2.64	10.28
YNL047C	2.12	8.25
YNL049C	2.53	9.14
YNL050C	2.37	11.4
YNL051W	2.5	12.12
YNL052W	2.79	12.47
YNL053W	2.12	7.89
YNL054W	2.65	8.23
YNL056W	2.47	10.44
YNL057W	2.67	10.28
YNL058C	2.58	9.53
YNL063W	2.26	11.67
YNL064C	2.36	15.03
YNL065W	2.22	12.52
YNL067W	2.65	10.29
YNL068C	2.3	11.37
YNL069C	2.39	12.39
YNL070W	2.19	10.03
YNL071W	2.43	11.92
YNL072W	2.62	9.63
YNL073W	2.75	16.25
YNL074C	2.6	12.28
YNL076W	2.99	16.21
YNL077W	2.51	9.04
YNL078W	2.48	11.32
YNL079C	2.27	13.47
YNL081C	2.51	23.1
YNL082W	2.64	12.95
YNL083W	2.3	13.58
YNL085W	2.66	9.7
YNL086W	2.6	8.2
YNL087W	2.47	12.2
YNL089C	2.39	9.12
YNL090W	2.59	10.64
YNL091W	2.95	12.28
YNL092W	2.62	9.85
YNL093W	2.39	11.86
YNL094W	2.59	11.39
YNL095C	2.25	10.9
YNL096C	2.46	10.69
YNL097C	3.26	13.66
YNL098C	2.6	11.35
YNL099C	2.5	13.82
YNL100W	2.63	11.38
YNL101W	2.4	9.92
YNL104C	2.36	11.23
YNL105W	2.3	12.31
YNL106C	2.24	10.95
YNL107W	2.36	11.07
YNL108C	2.63	10.0
YNL109W	2.19	15.71
YNL111C	2.42	13.34
YNL115C	2.46	9.62
YNL116W	2.49	8.89
YNL117W	2.79	12.12
YNL119W	2.51	9.04
YNL120C	2.14	14.07
YNL121C	2.71	8.71
YNL122C	2.44	11.97
YNL123W	2.35	9.55
YNL125C	2.52	13.82
YNL127W	2.52	9.18
YNL128W	2.43	9.82
YNL129W	2.67	10.46
YNL130C	2.74	12.38
YNL134C	2.13	8.21
YNL135C	2.78	8.33
YNL136W	2.34	8.47
YNL139C	2.55	10.34
YNL140C	2.22	10.85
YNL142W	2.4	14.21
YNL143C	2.34	11.19
YNL144C	2.28	11.63
YNL145W	2.59	10.24
YNL146W	2.45	10.7
YNL147W	2.62	15.2
YNL148C	2.93	11.12
YNL154C	2.43	10.14
YNL155W	2.5	11.56
YNL156C	2.62	11.15
YNL157W	2.38	10.27
YNL159C	2.54	13.43
YNL160W	2.37	11.55
YNL162W	2.64	11.92
YNL164C	2.51	12.4
YNL165W	2.51	10.27
YNL166C	2.37	8.02
YNL167C	2.45	12.4
YNL168C	2.35	12.14
YNL169C	2.42	8.51
YNL171C	2.76	11.18
YNL173C	2.61	11.22
YNL175C	2.5	12.05
YNL176C	2.47	12.48
YNL177C	2.66	20.02
YNL179C	2.32	7.49
YNL183C	2.58	8.34
YNL184C	3.03	16.5
YNL187W	2.3	8.86
YNL190W	2.41	10.41
YNL191W	2.45	10.54
YNL192W	2.42	8.34
YNL193W	2.22	9.69
YNL194C	2.29	10.24
YNL195C	2.23	10.89
YNL198C	2.37	10.49
YNL199C	2.61	9.0
YNL200C	2.19	9.92
YNL201C	2.44	9.03
YNL202W	2.53	8.88
YNL203C	2.44	8.33
YNL204C	2.44	9.46
YNL205C	2.47	8.19
YNL206C	2.94	7.81
YNL208W	2.41	9.41
YNL211C	2.22	6.44
YNL212W	2.14	7.69
YNL213C	2.66	19.69
YNL214W	2.91	4.6
YNL215W	2.74	8.44
YNL217W	2.33	8.49
YNL218W	2.53	10.45
YNL219C	2.58	8.1
YNL220W	2.53	14.57
YNL223W	2.06	9.19
YNL224C	2.28	7.41
YNL226W	2.93	7.55
YNL227C	2.74	7.43
YNL228W	3.19	6.57
YNL229C	2.74	8.51
YNL230C	2.14	11.19
YNL231C	2.33	8.94
YNL233W	2.5	10.02
YNL234W	2.57	8.64
YNL235C	2.47	8.93
YNL236W	2.67	9.76
YNL237W	2.6	8.68
YNL238W	2.66	10.8
YNL239W	2.49	8.79
YNL241C	2.39	11.86
YNL242W	2.34	7.16
YNL246W	2.44	7.9
YNL248C	2.86	8.65
YNL249C	2.06	7.77
YNL252C	2.72	15.87
YNL253W	2.15	7.62
YNL254C	2.23	7.79
YNL255C	2.04	8.16
YNL257C	2.14	7.68
YNL259C	2.17	7.3
YNL264C	2.28	14.16
YNL265C	2.03	7.75
YNL266W	2.27	8.96
YNL268W	2.12	7.34
YNL273W	2.28	7.44
YNL274C	2.35	9.84
YNL275W	2.11	8.85
YNL276C	2.18	8.11
YNL277W	2.47	12.66
YNL278W	2.17	8.65
YNL279W	2.47	9.58
YNL281W	2.07	10.56
YNL283C	2.12	8.58
YNL284C	2.64	16.13
YNL285W	2.17	8.33
YNL289W	2.06	9.29
YNL292W	2.86	11.46
YNL294C	2.09	10.41
YNL295W	2.31	8.72
YNL296W	2.73	14.56
YNL297C	2.39	9.59
YNL300W	2.45	11.32
YNL301C	2.14	8.05
YNL303W	2.49	7.72
YNL304W	2.34	7.52
YNL305C	2.26	7.79
YNL309W	2.44	7.85
YNL311C	2.42	11.22
YNL314W	2.36	8.85
YNL315C	2.69	15.37
YNL316C	2.39	14.16
YNL318C	2.28	9.16
YNL319W	2.52	8.52
YNL320W	2.53	10.12
YNL321W	2.47	8.38
YNL322C	2.48	7.73
YNL323W	2.36	8.62
YNL324W	2.44	7.44
YNL325C	2.32	7.37
YNL326C	2.29	7.51
YNL327W	2.09	8.47
YNL328C	2.34	8.32
YNL329C	1.12	11.47
YNL330C	2.32	8.77
YNL332W	2.3	8.15
YNL338W	2.27	7.6
YNL339C	2.33	7.24
YNR001C	2.4	11.89
YNR002C	2.6	10.27
YNR004W	2.54	8.2
YNR005C	2.55	11.42
YNR006W	3.15	9.45
YNR007C	2.44	11.03
YNR008W	2.55	9.72
YNR009W	2.58	11.22
YNR010W	2.43	11.83
YNR012W	2.5	11.25
YNR014W	2.51	11.28
YNR015W	2.42	9.47
YNR018W	2.53	11.64
YNR019W	2.32	9.25
YNR020C	2.47	12.25
YNR021W	2.58	10.83
YNR022C	2.55	10.71
YNR024W	2.43	11.03
YNR025C	2.68	11.21
YNR027W	2.49	8.52
YNR028W	2.46	10.56
YNR029C	2.52	10.16
YNR030W	2.61	9.96
YNR031C	2.74	14.36
YNR032C-A	2.39	12.76
YNR032W	2.56	9.92
YNR033W	2.46	11.88
YNR034W	2.49	9.53
YNR036C	2.59	17.47
YNR037C	3.11	14.35
YNR039C	2.46	10.43
YNR040W	2.49	10.72
YNR041C	2.68	11.23
YNR042W	2.27	9.88
YNR045W	2.74	10.16
YNR047W	2.7	11.29
YNR048W	2.53	10.27
YNR049C	2.45	9.55
YNR051C	2.59	11.25
YNR055C	2.26	11.76
YNR056C	2.49	13.63
YNR057C	2.4	10.86
YNR058W	2.38	8.63
YNR059W	2.63	11.96
YNR060W	2.57	9.24
YNR061C	2.36	10.05
YNR062C	2.37	10.28
YNR063W	2.66	10.82
YNR064C	2.19	8.01
YNR065C	2.51	9.51
YNR066C	2.54	9.44
YNR067C	2.53	13.18
YNR069C	2.28	9.86
YNR070W	2.41	10.87
YNR071C	2.55	9.56
YNR072W	2.41	10.1
YNR073C	2.86	11.03
YNR074C	2.37	11.56
YNR075W	2.04	11.09
YOL001W	3.1	9.15
YOL004W	3.36	12.71
YOL008W	2.41	8.43
YOL011W	2.26	9.04
YOL013W-A	2.39	11.56
YOL014W	2.03	8.25
YOL016C	2.47	12.01
YOL023W	2.49	13.58
YOL024W	2.24	8.18
YOL025W	2.08	10.74
YOL027C	2.36	12.61
YOL028C	2.22	8.13
YOL029C	2.06	7.96
YOL030W	2.21	8.62
YOL031C	2.21	8.03
YOL032W	2.25	8.9
YOL033W	2.59	12.26
YOL035C	2.16	8.11
YOL036W	2.37	8.81
YOL037C	2.29	8.51
YOL039W	2.27	7.18
YOL041C	2.53	7.22
YOL042W	2.23	9.41
YOL043C	2.34	8.74
YOL044W	1.11	9.18
YOL045W	2.31	8.51
YOL046C	2.12	7.28
YOL047C	2.25	8.28
YOL049W	2.55	7.83
YOL050C	2.18	7.58
YOL051W	2.16	8.97
YOL052C	3.35	16.93
YOL052C-A	2.23	8.18
YOL053W	2.23	9.23
YOL054W	2.35	8.89
YOL055C	2.12	8.92
YOL056W	2.1	9.72
YOL057W	2.05	7.38
YOL059W	2.38	8.99
YOL060C	2.1	7.08
YOL061W	2.22	9.19
YOL062C	2.22	8.42
YOL063C	2.46	7.54
YOL064C	4.21	23.7
YOL065C	2.38	8.14
YOL068C	2.33	7.41
YOL070C	2.25	8.97
YOL071W	2.08	10.35
YOL075C	2.32	7.26
YOL079W	2.14	7.57
YOL080C	2.33	7.66
YOL082W	2.19	8.26
YOL083W	2.31	8.08
YOL084W	2.22	9.16
YOL085C	2.26	8.95
YOL087C	2.45	12.43
YOL088C	2.5	12.52
YOL089C	2.94	11.76
YOL090W	2.47	8.67
YOL091W	2.58	9.86
YOL092W	2.15	10.02
YOL093W	2.46	14.99
YOL095C	2.52	11.26
YOL096C	2.61	11.02
YOL098C	2.43	11.68
YOL099C	2.57	9.94
YOL100W	2.65	11.01
YOL101C	2.38	10.4
YOL103W	2.27	9.46
YOL104C	2.18	11.23
YOL105C	2.11	12.13
YOL106W	2.43	10.79
YOL107W	2.66	9.52
YOL109W	2.5	13.76
YOL110W	2.36	12.59
YOL111C	2.79	7.39
YOL112W	2.28	9.68
YOL113W	2.53	10.72
YOL114C	2.48	11.14
YOL116W	2.42	9.5
YOL117W	2.52	14.08
YOL118C	2.38	10.86
YOL119C	2.21	10.59
YOL121C	2.69	11.05
YOL122C	2.43	11.04
YOL124C	2.52	10.03
YOL125W	2.52	12.25
YOL126C	2.68	11.59
YOL128C	2.34	10.92
YOL129W	2.48	10.52
YOL131W	2.44	9.76
YOL132W	2.29	9.95
YOL136C	2.43	10.75
YOL137W	2.49	9.98
YOL138C	2.41	8.2
YOL141W	2.54	9.94
YOL147C	2.12	12.7
YOL150C	2.64	13.16
YOL151W	2.26	8.69
YOL152W	2.26	9.32
YOL155C	2.53	11.78
YOL159C	2.58	10.19
YOL160W	2.4	8.83
YOL162W	2.53	10.38
YOL163W	2.44	10.28
YOR001W	3.48	9.25
YOR002W	2.23	9.19
YOR003W	2.05	7.35
YOR005C	2.11	7.08
YOR006C	2.6	6.09
YOR007C	2.52	6.03
YOR008C	2.19	8.51
YOR009W	2.2	8.2
YOR010C	2.2	8.26
YOR011W	2.04	8.02
YOR012W	1.97	8.06
YOR013W	2.34	8.37
YOR014W	3.02	6.21
YOR015W	2.37	8.33
YOR016C	2.21	7.32
YOR017W	2.14	7.91
YOR018W	2.11	7.39
YOR019W	2.06	7.63
YOR021C	2.24	8.05
YOR022C	2.12	8.24
YOR023C	1.92	8.5
YOR024W	1.97	7.76
YOR025W	2.27	8.88
YOR026W	2.5	8.64
YOR027W	2.36	9.25
YOR028C	2.41	9.09
YOR029W	2.24	7.81
YOR030W	2.26	8.17
YOR032C	2.26	6.57
YOR034C	2.28	8.02
YOR035C	2.23	9.54
YOR037W	2.32	9.95
YOR038C	2.4	9.81
YOR039W	2.45	9.26
YOR040W	2.19	8.86
YOR041C	2.23	8.84
YOR042W	2.06	8.82
YOR043W	2.27	8.01
YOR044W	2.4	9.35
YOR045W	2.27	7.79
YOR047C	1.97	8.81
YOR049C	2.27	8.65
YOR050C	2.3	8.46
YOR051C	2.43	8.94
YOR052C	2.37	9.14
YOR053W	2.42	9.18
YOR054C	2.24	8.31
YOR058C	2.25	8.72
YOR059C	2.3	8.04
YOR061W	2.13	8.47
YOR062C	2.21	7.73
YOR064C	2.37	7.87
YOR065W	2.64	10.85
YOR066W	2.23	9.12
YOR068C	2.45	8.27
YOR069W	2.68	8.55
YOR071C	2.29	7.99
YOR072W	2.0	8.26
YOR076C	2.59	8.39
YOR079C	2.21	8.26
YOR082C	2.06	11.36
YOR083W	1.99	10.64
YOR084W	1.88	8.49
YOR085W	2.08	6.91
YOR086C	2.31	9.02
YOR087W	2.1550000000000002	7.7299999999999995
YOR089C	2.15	7.18
YOR091W	2.24	7.7
YOR092W	2.1	8.14
YOR093C	2.19	7.25
YOR094W	2.34	7.92
YOR096W	3.61	8.93
YOR097C	2.35	7.65
YOR099W	2.1	7.97
YOR100C	2.35	8.85
YOR101W	2.3	9.48
YOR104W	2.42	8.78
YOR105W	2.28	9.15
YOR106W	2.71	13.46
YOR107W	2.22	7.87
YOR108W	2.45	8.06
YOR109W	2.3	7.93
YOR111W	2.33	8.43
YOR112W	2.43	8.08
YOR113W	2.42	8.35
YOR114W	2.48	8.19
YOR115C	2.35	7.86
YOR118W	2.61	7.74
YOR120W	2.3	7.28
YOR121C	2.4	8.15
YOR123C	2.27	8.65
YOR124C	2.44	9.58
YOR125C	2.69	9.33
YOR126C	2.16	8.78
YOR127W	2.35	8.24
YOR128C	2.42	13.2
YOR129C	2.15	9.69
YOR131C	1.98	8.7
YOR132W	2.62	7.42
YOR133W	2.42	9.45
YOR134W	2.04	12.41
YOR135C	2.58	18.8
YOR136W	2.43	15.64
YOR137C	2.18	8.11
YOR138C	2.59	7.95
YOR139C	2.53	8.31
YOR140W	2.7	9.24
YOR142W	2.67	8.68
YOR144C	2.47	9.73
YOR147W	3.02	17.22
YOR152C	2.4	7.86
YOR153W	2.28	8.33
YOR154W	2.92	8.54
YOR155C	2.24	7.96
YOR156C	2.48	7.68
YOR161C	2.19	7.9
YOR162C	2.28	8.76
YOR163W	2.41	8.01
YOR164C	3.16	9.28
YOR165W	2.1	8.25
YOR166C	2.18	9.01
YOR167C	2.81	8.45
YOR170W	2.34	8.5
YOR171C	2.35	8.26
YOR172W	2.31	8.17
YOR173W	2.22	9.64
YOR175C	2.44	8.25
YOR177C	2.42	8.31
YOR178C	2.41	8.82
YOR179C	2.41	14.19
YOR180C	2.54	9.34
YOR182C	2.52	10.59
YOR183W	2.86	8.28
YOR185C	2.27	9.78
YOR186W	2.75	10.08
YOR187W	3.15	14.09
YOR188W	2.41	8.72
YOR189W	2.25	7.92
YOR190W	2.3	9.46
YOR191W	2.56	7.3
YOR192C	2.51	9.52
YOR193W	1.16	18.18
YOR195W	2.57	8.59
YOR196C	2.19	9.96
YOR197W	2.61	8.51
YOR199W	3.06	11.32
YOR201C	2.75	16.83
YOR202W	2.23	8.24
YOR208W	2.22	8.63
YOR209C	2.55	8.33
YOR213C	2.3	8.15
YOR214C	1.98	14.49
YOR215C	2.71	8.83
YOR219C	2.49	8.63
YOR220W	2.4	8.85
YOR221C	2.76	9.38
YOR222W	2.38	8.19
YOR223W	2.46	8.38
YOR225W	2.54	6.27
YOR226C	2.46	8.26
YOR227W	2.41	9.42
YOR228C	2.68	6.86
YOR230W	2.1	8.32
YOR231W	2.47	9.58
YOR233W	2.64	11.28
YOR234C	2.53	10.13
YOR235W	2.94	6.55
YOR237W	2.51	8.19
YOR238W	2.31	7.92
YOR239W	2.3899999999999997	7.745
YOR242C	2.13	9.08
YOR243C	2.28	10.37
YOR245C	2.29	7.25
YOR246C	2.31	7.6
YOR247W	2.33	8.97
YOR248W	2.52	9.81
YOR252W	2.47	8.23
YOR255W	2.26	9.07
YOR263C	2.15	8.6
YOR264W	2.33	7.31
YOR265W	2.21	9.01
YOR266W	2.58	11.15
YOR267C	2.28	10.75
YOR268C	2.32	11.47
YOR269W	2.78	10.58
YOR270C	2.45	8.75
YOR271C	2.41	9.63
YOR273C	2.53	13.64
YOR274W	2.47	13.33
YOR275C	2.42	14.85
YOR277C	2.37	7.88
YOR279C	2.09	7.47
YOR280C	2.32	8.28
YOR283W	2.28	9.43
YOR284W	2.43	8.2
YOR285W	2.28	9.13
YOR286W	2.33	8.66
YOR288C	2.26	8.73
YOR289W	2.26	7.48
YOR290C	2.26	8.15
YOR291W	2.12	7.92
YOR292C	2.21	7.72
YOR296W	2.04	7.62
YOR298C-A	2.53	11.03
YOR298W	2.1	8.65
YOR299W	2.11	9.21
YOR300W	2.37	9.59
YOR303W	2.09	4.56
YOR304W	1.96	9.31
YOR306C	2.58	9.48
YOR307C	2.15	7.69
YOR308C	2.32	8.12
YOR309C	2.99	9.69
YOR311C	2.15	9.4
YOR312C	3.4	6.74
YOR313C	2.26	8.21
YOR314W	2.41	7.95
YOR315W	2.18	8.78
YOR316C	2.18	7.26
YOR317W	2.68	11.34
YOR318C	2.26	7.99
YOR320C	2.07	8.82
YOR321W	2.27	7.79
YOR324C	2.15	8.41
YOR325W	2.58	10.45
YOR327C	2.42	9.32
YOR328W	2.08	8.37
YOR330C	2.78	19.49
YOR333C	2.59	11.33
YOR334W	2.49	11.37
YOR337W	2.27	7.51
YOR338W	2.21	8.43
YOR342C	2.21	7.87
YOR343C	2.11	7.85
YOR344C	2.21	7.34
YOR345C	2.51	10.59
YOR347C	2.27	7.68
YOR348C	2.37	8.54
YOR349W	2.34	8.65
YOR350C	2.45	19.21
YOR351C	2.24	8.12
YOR354C	2.26	10.54
YOR357C	2.36	8.77
YOR358W	2.57	8.57
YOR360C	2.32	10.52
YOR363C	2.19	8.03
YOR364W	2.62	10.61
YOR365C	2.3	8.17
YOR366W	2.62	8.89
YOR367W	2.2	7.87
YOR371C	2.28	9.02
YOR374W	2.33	9.15
YOR376W	2.23	8.07
YOR377W	2.41	7.55
YOR378W	2.13	10.06
YOR379C	2.65	10.27
YOR380W	2.29	8.04
YOR381W	2.29	8.16
YOR382W	2.12	8.17
YOR383C	2.12	7.69
YOR384W	2.24	8.25
YOR386W	2.29	8.56
YPL001W	2.32	8.64
YPL002C	2.35	9.0
YPL003W	2.42	8.61
YPL004C	2.31	10.08
YPL005W	2.87	15.26
YPL008W	2.53	10.07
YPL009C	2.37	9.64
YPL013C	2.76	22.26
YPL014W	2.43	8.78
YPL015C	2.12	9.01
YPL017C	2.35	11.7
YPL018W	2.39	8.82
YPL019C	2.31	8.12
YPL021W	2.18	9.48
YPL022W	2.23	9.05
YPL023C	2.35	10.39
YPL025C	2.17	8.16
YPL026C	2.3	10.54
YPL027W	2.55	9.88
YPL029W	2.7	16.59
YPL030W	2.27	13.2
YPL032C	2.56	10.86
YPL033C	2.18	8.27
YPL034W	2.44	12.59
YPL035C	2.28	9.5
YPL036W	2.36	11.13
YPL037C	2.21	9.19
YPL038W	2.21	8.76
YPL039W	2.27	8.8
YPL040C	2.22	8.0
YPL046C	2.23	9.2
YPL047W	2.23	10.79
YPL049C	2.66	9.3
YPL051W	2.41	10.14
YPL052W	2.37	9.52
YPL053C	2.28	9.02
YPL054W	2.27	7.3
YPL055C	2.67	17.08
YPL056C	2.31	9.15
YPL057C	2.41	10.05
YPL058C	2.46	10.26
YPL060W	2.43	11.36
YPL061W	2.63	11.44
YPL062W	2.56	10.05
YPL064C	2.23	10.2
YPL065W	2.54	10.91
YPL066W	2.37	9.63
YPL067C	2.49	7.95
YPL068C	2.32	9.4
YPL069C	2.48	8.28
YPL070W	2.63	10.57
YPL071C	2.21	6.63
YPL074W	2.3	8.1
YPL077C	2.12	11.59
YPL078C	2.44	7.17
YPL079W	2.59	9.42
YPL080C	2.85	7.41
YPL081W	2.65	8.9
YPL086C	2.71	8.23
YPL087W	2.49	8.18
YPL088W	2.36	9.73
YPL089C	2.28	8.56
YPL091W	2.46	9.41
YPL092W	2.0	8.61
YPL095C	2.15	8.2
YPL096W	2.29	8.99
YPL098C	2.28	8.24
YPL099C	2.7	7.73
YPL100W	2.32	10.36
YPL101W	2.22	8.4
YPL102C	2.5	9.89
YPL103C	2.34	8.08
YPL104W	2.33	8.19
YPL105C	2.01	10.28
YPL108W	2.06	8.38
YPL109C	2.45	8.67
YPL110C	2.48	7.67
YPL111W	2.31	8.84
YPL112C	1.4	9.67
YPL113C	2.27	8.06
YPL116W	2.41	7.98
YPL118W	2.62	23.67
YPL119C	2.42	10.52
YPL120W	2.41	9.23
YPL121C	2.48	8.34
YPL125W	2.46	7.88
YPL127C	2.47	8.63
YPL132W	2.75	18.32
YPL133C	2.34	8.46
YPL134C	2.53	10.3
YPL135W	2.17	7.56
YPL136W	2.38	8.61
YPL137C	2.51	15.21
YPL138C	2.68	9.47
YPL139C	2.92	9.32
YPL140C	2.48	8.55
YPL141C	2.37	9.78
YPL144W	2.69	9.43
YPL145C	2.28	11.6
YPL147W	2.37	8.98
YPL149W	2.49	9.13
YPL150W	2.16	8.28
YPL152W	2.56	8.74
YPL154C	2.51	8.44
YPL155C	2.32	8.9
YPL156C	2.27	7.87
YPL157W	2.67	7.96
YPL158C	2.53	7.03
YPL159C	2.46	9.78
YPL161C	2.93	9.24
YPL162C	2.29	9.87
YPL163C	2.33	7.89
YPL164C	2.24	8.7
YPL165C	2.32	8.86
YPL166W	2.39	8.07
YPL167C	2.37	7.74
YPL168W	2.22	8.98
YPL170W	2.35	7.92
YPL171C	2.58	9.06
