ORF	hap alpha | growth (exponential growth rate) | EtOH (ethanol [8%]) | Yoshikawa K~Shimizu H, 2009	hap alpha | growth (exponential growth rate) | sodium chloride [1 M] | Yoshikawa K~Shimizu H, 2009	hap alpha | growth (exponential growth rate) | EtOH (ethanol [5%]) | Yoshikawa K~Shimizu H, 2009
YIL113W	0.384	0.448	0.655
YIL114C	0.379	0.445	0.661
YIL116W	0.379	0.448	0.650
YIL117C	0.382	0.431	0.660
YIL119C	0.373	0.444	0.652
YIL120W	0.374	0.462	0.657
YIL121W	0.379	0.462	0.648
YIL123W	0.384	0.431	0.666
YIL124W	0.333	0.429	0.633
YIL125W	0.340	0.412	0.642
YIL128W	0.196	0.430	0.638
YIL130W	0.387	0.476	0.665
YIL132C	0.389	0.379	0.676
YIL133C	0.399	0.484	0.669
YIL134W	0.385	0.455	0.670
YIL135C	0.372	0.444	0.643
YIL137C	0.371	0.463	0.656
YIL138C	0.384	0.483	0.681
YIL139C	0.385	0.441	0.649
YIL140W	0.386	0.461	0.657
YIL141W	0.389	0.433	0.674
YIL145C	0.384	0.467	0.657
YIL146C	0.395	0.349	0.697
YIL148W	0.375	0.466	0.680
YIL149C	0.373	0.453	0.655
YIL152W	0.349	0.420	0.650
YIL153W	0.369	0.495	0.659
YIL155C	0.385	0.456	0.676
YIL156W	0.390	0.427	0.662
YIL157C	0.336	0.448	0.641
YIL159W	0.373	0.427	0.654
YIL160C	0.365	0.463	0.645
YIL161W	0.389	0.448	0.641
YIL162W	0.393	0.475	0.662
YIL163C	0.399	0.482	0.662
YIL164C	0.402	0.463	0.669
YIL165C	0.376	0.365	0.701
YIL166C	0.379	0.446	0.654
YIL167W	0.369	0.449	0.654
YIL168W	0.369	0.384	0.665
YIL170W	0.371	0.471	0.669
YIL173W	0.342	0.461	0.666
YIR001C	0.381	0.470	0.657
YIR002C	0.393	0.435	0.697
YIR003W	0.383	0.462	0.679
YIR005W	0.435	0.395	0.706
YIR007W	0.403	0.446	0.671
YIR009W	0.386	0.469	0.666
YIR013C	0.387	0.442	0.676
YIR014W	0.398	0.451	0.677
YIR016W	0.400	0.453	0.677
YOR325W	0.381	0.427	0.677
YOR331C	0.308	0.397	0.640
YOR333C	0.342	0.404	0.656
YOR345C	0.360	0.405	0.674
YOR366W	0.384	0.415	0.671
YOR125C	0.381	0.432	0.661
YOR128C	0.292	0.424	0.663
YOR141C	0.310	0.456	0.698
YOR147W	0.381	0.465	0.673
YOR150W	0.348	0.419	0.659
YOR187W	0.304	0.430	0.611
YDL194W	0.355	0.394	0.658
YDR007W	0.176	0.385	0.475
YDR048C	0.350	0.419	0.642
YFR011C	0.389	0.426	0.673
YFR013W	0.346	0.398	0.681
YNL051W	0.325	0.320	0.660
YNL052W	0.351	0.413	0.682
YNL056W	0.384	0.442	0.658
YNL065W	0.409	0.280	0.676
YNL066W	0.402	0.425	0.686
YNL067W	0.342	0.285	0.626
YNL068C	0.391	0.357	0.690
YNL070W	0.365	0.379	0.652
YNL071W	0.350	0.416	0.644
YNL072W	0.386	0.395	0.689
YNL073W	0.348	0.426	0.647
YNL074C	0.391	0.460	0.662
YNL076W	0.280	0.422	0.621
YNL078W	0.391	0.320	0.687
YNL079C	0.332	0.382	0.605
YNL080C	0.413	0.378	0.712
YNL082W	0.356	0.352	0.673
YNL083W	0.412	0.418	0.670
YNL085W	0.387	0.409	0.673
YNL087W	0.414	0.420	0.695
YNL090W	0.418	0.443	0.691
YNL091W	0.399	0.414	0.651
YNL093W	0.410	0.436	0.690
YNL095C	0.402	0.431	0.670
YNL097C	0.378	0.454	0.697
YNL099C	0.391	0.461	0.661
YNL100W	0.397	0.405	0.696
YNL104C	0.398	0.403	0.710
YNL105W	0.416	0.469	0.684
YNL106C	0.384	0.404	0.683
YNL107W	0.345	0.445	0.620
YNL115C	0.379	0.425	0.666
YNL119W	0.339	0.366	0.709
YNL120C	0.349	0.390	0.704
YNL121C	0.371	0.446	0.657
YNL125C	0.373	0.434	0.672
YNL130C	0.375	0.450	0.661
YBR189W	0.353	0.449	0.683
YCR095C	0.384	0.497	0.660
YCR102W-A	0.373	0.376	0.677
YDL133C-A	0.370	0.340	0.682
YDR058C	0.381	0.427	0.680
YDR174W	0.425	0.530	0.757
YDR202C	0.350	0.414	0.687
YDR205W	0.365	0.413	0.658
YDR445C	0.371	0.423	0.665
YDR537C	0.396	0.451	0.680
YFR039C	0.376	0.409	0.667
YGL219C	0.403	0.440	0.662
YGR028W	0.382	0.449	0.662
YGR032W	0.381	0.413	0.666
YGR038W	0.369	0.420	0.656
YGR040W	0.384	0.428	0.669
YGR050C	0.366	0.376	0.670
YGR053C	0.387	0.437	0.670
YGR063C	0.355	0.400	0.657
YGR086C	0.381	0.317	0.684
YGR089W	0.367	0.406	0.669
YGR092W	0.259	0.395	0.669
YGR093W	0.366	0.392	0.664
YGR106C	0.379	0.411	0.663
YGR110W	0.390	0.480	0.670
YGR117C	0.377	0.372	0.676
YGR238C	0.364	0.413	0.656
YGR239C	0.369	0.435	0.663
YGR248W	0.396	0.411	0.685
YGR250C	0.382	0.417	0.665
YJL129C	0.376	0.439	0.663
YJL136C	0.294	0.417	0.636
YJL137C	0.387	0.387	0.677
YJL139C	0.365	0.422	0.710
YJL140W	-1.106	-0.360	0.807
YJL141C	0.411	0.435	0.692
YJL151C	0.392	0.453	0.687
YJL161W	0.381	0.417	0.680
YJL163C	0.356	0.359	0.681
YJL165C	0.379	0.234	0.682
YJL172W	0.387	0.461	0.678
YJL175W	0.322	0.230	0.668
YJL177W	0.380	0.414	0.686
YJL189W	0.488	0.607	0.920
YJL191W	0.406	0.455	0.684
YJL196C	0.370	0.387	0.677
YJL200C	0.387	0.400	0.661
YJL206C	0.388	0.393	0.670
YJL213W	0.380	0.356	0.686
YKL096W-A	0.370	0.397	0.662
YKL115C	0.395	0.441	0.662
YKL139W	0.376	0.278	0.647
YKL194C	0.328	0.464	0.623
YKL201C	0.394	0.407	0.684
YKL202W	0.363	0.355	0.661
YKL204W	0.278	0.446	0.637
YKL215C	0.395	0.347	0.660
YKL220C	0.369	0.339	0.659
YKR010C	0.373	0.389	0.653
YKR019C	0.374	0.389	0.668
YKR023W	0.366	0.358	0.664
YKR027W	0.394	0.395	0.662
YKR028W	0.355	0.479	0.657
YKR029C	0.382	0.423	0.650
YKR034W	0.385	0.365	0.663
YKR036C	0.389	0.435	0.655
YKR039W	0.372	0.406	0.653
YKR040C	0.362	0.481	0.655
YKR041W	0.394	0.441	0.648
YKR046C	0.382	0.416	0.667
YKR053C	0.412	0.447	0.692
YML035C	0.411	0.431	0.661
YAR002C-A	0.394	0.440	0.674
YBR083W	0.386	0.459	0.665
YBR084C-A	0.405	0.457	0.657
YBR090C	0.398	0.433	0.661
YBR100W	0.403	0.450	0.664
YBR112C	0.385	0.419	0.667
YBR125C	0.398	0.447	0.660
YBR131W	0.344	0.448	0.635
YBR150C	0.416	0.457	0.667
YBR168W	0.403	0.403	0.659
YBR169C	0.379	0.449	0.664
YBR270C	0.415	0.446	0.661
YBR272C	0.385	0.490	0.659
YBR275C	0.395	0.445	0.666
YBR276C	0.382	0.451	0.657
YBR280C	0.380	0.452	0.661
YBR287W	0.412	0.455	0.677
YBR288C	0.376	0.501	0.666
YBR289W	0.279	0.336	0.571
YBR294W	0.396	0.449	0.660
YBR301W	0.401	0.440	0.663
YCL026C-A	0.398	0.451	0.666
YCR028C-A	0.241	0.334	0.483
YCR030C	0.397	0.423	0.668
YCR032W	0.399	0.472	0.658
YCR033W	0.359	0.426	0.670
YCR046C	0.308	0.460	0.563
YCR047C	0.352	0.461	0.693
YCR048W	0.377	0.427	0.685
YCR053W	0.367	0.245	0.694
YCR060W	0.363	0.442	0.673
YCR062W	0.388	0.442	0.677
YCR067C	0.321	0.449	0.676
YCR069W	0.394	0.434	0.682
YCR073C	0.396	0.432	0.686
YCR075C	0.393	0.453	0.684
YCR083W	0.370	0.417	0.665
YCR088W	0.389	0.471	0.681
YCR089W	0.381	0.468	0.678
YBR191W	0.368	0.404	0.654
YCL035C	0.391	0.360	0.708
YDR071C	0.386	0.442	0.683
YDR074W	0.361	0.044	0.701
YER027C	0.375	0.364	0.714
YER037W	0.398	0.339	0.705
YGR155W	0.249	0.279	0.515
YLR192C	0.351	0.391	0.599
YLR237W	0.430	0.431	0.675
YLR246W	0.368	0.358	0.672
YLR334C	0.375	0.414	0.673
YLR346C	0.374	0.359	0.694
YLR358C	0.278	0.377	0.627
YLR361C	0.354	0.422	0.682
YLR370C	0.334	0.460	0.684
YLR394W	0.389	0.436	0.669
YLR406C	0.388	0.428	0.673
YML022W	0.364	0.362	0.660
YML027W	0.397	0.396	0.672
YML036W	0.466	0.398	0.784
YML038C	0.372	0.369	0.677
YML041C	0.387	0.394	0.661
YML042W	0.403	0.384	0.687
YML047C	0.394	0.412	0.671
YML075C	0.391	0.403	0.676
YML076C	0.392	0.442	0.684
YML086C	0.405	0.363	0.692
YMR048W	0.388	0.403	0.653
YMR135W-A	0.380	0.311	0.700
YMR137C	0.419	0.444	0.692
YMR138W	0.405	0.454	0.692
YMR139W	0.403	0.457	0.673
YMR173W	0.421	0.363	0.712
YOR298C-A	0.347	0.454	0.656
YPL183C	0.423	0.341	0.709
YPL183W-A	0.401	0.433	0.676
YPL224C	0.376	0.435	0.672
YGR295C	0.404	0.435	0.679
YHR132W-A	0.384	0.442	0.666
YIL030C	0.360	0.442	0.660
YIL058W	0.375	0.441	0.668
YIR023W	0.390	0.474	0.676
YIR030C	0.378	0.459	0.681
YIR032C	0.355	0.427	0.665
YIR043C	0.427	0.407	0.675
YIR044C	0.363	0.445	0.663
YJR003C	0.387	0.438	0.666
YKL053C-A	0.337	0.426	0.628
YKR106W	0.362	0.455	0.665
YMR191W	0.415	0.430	0.679
YMR322C	0.443	0.444	0.672
YNL140C	0.294	0.383	0.610
YNL142W	0.413	0.437	0.683
YOL151W	0.396	0.432	0.671
YOL152W	0.373	0.442	0.679
YOL155C	0.379	0.445	0.664
YOR265W	0.339	0.388	0.660
YOR266W	0.385	0.434	0.675
YOR267C	0.421	0.454	0.682
YOR268C	0.408	0.453	0.682
YOR269W	0.382	0.441	0.669
YOR270C	0.270	0.449	0.568
YOR271C	0.402	0.440	0.649
YOR273C	0.383	0.412	0.673
YOR274W	0.367	0.367	0.654
YOR275C	0.341	0.297	0.670
YOR276W	0.382	0.445	0.675
YPL004C	0.396	0.428	0.678
YPL027W	0.405	0.478	0.687
YPL034W	0.374	0.458	0.665
YPL036W	0.375	0.444	0.680
YPL137C	0.402	0.505	0.680
YIL102C	0.399	0.457	0.690
YFL013W-A	0.440	0.445	0.658
YFL014W	0.407	0.466	0.694
YFL019C	0.392	0.441	0.667
YFL042C	0.380	0.439	0.680
YFR019W	0.343	0.505	0.601
YFR024C	0.371	0.442	0.671
YFR025C	0.410	0.456	0.690
YFR030W	0.397	0.437	0.668
YHR146W	0.385	0.435	0.669
YHR171W	0.394	0.433	0.672
YJL042W	0.391	0.430	0.667
YJL070C	0.379	0.429	0.665
YJL078C	0.382	0.450	0.668
YJL094C	0.389	0.446	0.672
YJL101C	0.339	0.425	0.661
YJL105W	0.339	0.423	0.683
YJL128C	0.365	0.047	0.674
YKR085C	0.302	0.443	0.574
YKR094C	0.392	0.443	0.663
YKR095W	0.356	0.440	0.664
YKR096W	0.364	0.466	0.657
YKR102W	0.370	0.468	0.658
YLR110C	0.402	0.484	0.682
YLR390W-A	0.346	0.476	0.668
YLR439W	0.353	0.459	0.573
YLR442C	0.385	0.402	0.650
YLR455W	0.375	0.426	0.678
YML066C	0.407	0.428	0.660
YML115C	0.365	0.418	0.629
YMR037C	0.359	0.397	0.665
YMR104C	0.375	0.434	0.661
YMR119W	0.356	0.468	0.667
YNR052C	0.302	0.572	0.637
YNR055C	0.394	0.416	0.660
YNR069C	0.389	0.460	0.649
YOL125W	0.412	0.442	0.672
YOL147C	0.398	0.437	0.657
YPR007C	0.382	0.439	0.660
YPR008W	0.402	0.461	0.662
YPR013C	0.388	0.452	0.658
YPR022C	0.381	0.434	0.657
YPR023C	0.224	0.403	0.639
YPR024W	0.302	0.448	0.609
YPR026W	0.388	0.437	0.659
YPR031W	0.398	0.432	0.684
YPR037C	0.397	0.434	0.655
YPR043W	0.420	0.449	0.671
YPR050C	0.356	0.408	0.644
YPR064W	0.393	0.447	0.660
YPR078C	0.375	0.485	0.655
YBR081C	0.269	0.371	0.594
YBR084W	0.382	0.450	0.663
YBR085W	0.383	0.423	0.658
YBR090C-A	0.415	0.429	0.668
YBR092C	0.393	0.454	0.680
YBR093C	0.378	0.433	0.666
YBR094W	0.382	0.436	0.661
YBR095C	0.323	0.460	0.645
YBR096W	0.389	0.447	0.666
YBR098W	0.378	0.447	0.667
YBR099C	0.409	0.460	0.673
YBR101C	0.421	0.459	0.664
YBR103W	0.397	0.256	0.640
YBR104W	0.396	0.440	0.660
YBR105C	0.356	0.405	0.649
YBR106W	0.276	0.628	0.629
YBR107C	0.378	0.458	0.663
YBR108W	0.389	0.446	0.676
YBR111C	0.378	0.446	0.663
YBR113W	0.426	0.454	0.680
YBR114W	0.402	0.438	0.673
YBR115C	0.394	0.444	0.665
YBR116C	0.406	0.443	0.665
YBR117C	0.408	0.449	0.675
YBR119W	0.404	0.466	0.664
YBR120C	0.383	0.459	0.676
YBR126C	0.334	0.389	0.649
YBR127C	0.277	0.422	0.642
YBR129C	0.438	0.362	0.696
YBR130C	0.421	0.342	0.673
YBR132C	0.401	0.433	0.653
YBR133C	0.391	0.406	0.664
YBR134W	0.396	0.402	0.650
YBR137W	0.409	0.420	0.682
YBR138C	0.422	0.482	0.672
YBR139W	0.415	0.453	0.670
YBR141C	0.407	0.369	0.675
YBR144C	0.412	0.429	0.659
YBR145W	0.397	0.426	0.655
YBR146W	0.309	0.479	0.573
YBR147W	0.404	0.456	0.667
YBR148W	0.386	0.436	0.664
YBR149W	0.401	0.415	0.664
YBR151W	0.405	0.443	0.660
YBR156C	0.260	0.396	0.681
YBR157C	0.394	0.451	0.659
YBR158W	0.408	0.414	0.688
YBR159W	0.398	0.417	0.665
YBR161W	0.379	0.413	0.663
YBR162C	0.430	0.417	0.662
YBR162W-A	0.388	0.431	0.667
YBR163W	0.361	0.434	0.672
YBR164C	0.405	0.333	0.683
YBR165W	0.394	0.456	0.678
YBR166C	0.381	0.362	0.736
YBR170C	0.368	0.430	0.666
YBR171W	0.174	0.513	0.461
YBR172C	0.411	0.438	0.657
YDL001W	0.335	0.420	0.650
YDL002C	0.440	0.434	0.687
YDL005C	0.328	0.422	0.611
YDL006W	0.319	0.288	0.616
YDL009C	0.398	0.451	0.665
YDL010W	0.403	0.456	0.660
YDL011C	0.400	0.449	0.666
YDL012C	0.337	0.462	0.632
YDL013W	0.392	0.446	0.662
YDL018C	0.388	0.451	0.667
YDL019C	0.389	0.445	0.669
YDL020C	0.322	0.457	0.641
YDL021W	0.390	0.469	0.665
YDL022W	0.367	-0.007	0.707
YDL023C	0.383	0.116	0.676
YDL024C	0.409	0.457	0.673
YDL025C	0.413	0.465	0.656
YDL026W	0.405	0.471	0.661
YDL027C	0.413	0.470	0.662
YDL032W	0.293	0.375	0.641
YDL033C	0.347	0.449	0.639
YDL034W	0.427	0.448	0.697
YDL035C	0.438	0.388	0.694
YDL036C	0.420	0.435	0.667
YDL037C	0.432	0.433	0.662
YDL038C	0.399	0.425	0.663
YDL039C	0.358	0.445	0.647
YDL040C	0.394	0.442	0.654
YDL041W	0.407	0.411	0.671
YDL042C	0.403	0.404	0.658
YDL044C	0.332	0.468	0.622
YDL045W-A	0.374	0.425	0.644
YDL046W	0.437	0.466	0.671
YDL048C	0.439	0.474	0.671
YDL049C	0.402	0.439	0.664
YDL050C	0.400	0.449	0.667
YDL051W	0.437	0.413	0.674
YDL052C	0.393	0.430	0.682
YDL053C	0.381	0.452	0.656
YDL054C	0.385	0.450	0.665
YDL056W	0.286	0.447	0.639
YDL057W	0.423	0.456	0.679
YDL059C	0.426	0.467	0.674
YDL062W	0.401	0.479	0.666
YDL063C	0.401	0.475	0.662
YDL065C	0.338	0.424	0.631
YDL066W	0.406	0.475	0.663
YDL067C	0.298	0.464	0.639
YDL068W	0.283	0.421	0.640
YDL070W	0.437	0.408	0.656
YDL071C	0.429	0.451	0.653
YDL072C	0.431	0.450	0.667
YDL073W	0.399	0.449	0.667
YDL074C	0.398	0.426	0.694
YDL076C	0.415	0.487	0.712
YDL077C	0.254	0.457	0.578
YDL078C	0.380	0.461	0.666
YDL079C	0.394	0.454	0.681
YDL080C	0.392	0.462	0.678
YDL081C	0.360	0.403	0.679
YDL082W	0.407	0.474	0.671
YDL083C	0.423	0.493	0.719
YDL085W	0.386	0.442	0.703
YDL086W	0.379	0.455	0.659
YDL088C	0.312	0.439	0.663
YDL089W	0.347	0.448	0.657
YDL090C	0.297	0.416	0.610
YDL091C	0.296	0.433	0.661
YDL093W	0.378	0.449	0.645
YDL094C	0.377	0.411	0.652
YDL095W	0.407	0.487	0.676
YDR438W	0.385	0.437	0.664
YDR439W	0.372	0.439	0.657
YDR440W	0.366	0.454	0.654
YDR441C	0.382	0.442	0.653
YDR442W	0.045	0.057	0.536
YDR443C	0.020	0.643	0.366
YDR446W	0.404	0.425	0.663
YDR447C	0.382	0.455	0.656
YDR450W	0.397	0.428	0.667
YDR451C	0.401	0.450	0.661
YDR452W	0.367	0.384	0.671
YDR453C	0.370	0.463	0.667
YDR455C	0.380	0.422	0.682
YDR456W	0.357	0.365	0.699
YDR457W	0.291	0.355	0.703
YDR458C	0.334	0.440	0.664
YDR459C	0.385	0.436	0.685
YDR462W	0.361	0.436	0.686
YDR463W	0.345	0.437	0.702
YDR465C	0.382	0.440	0.645
YDR466W	0.388	0.437	0.710
YDR467C	0.387	0.464	0.701
YDR469W	0.378	0.409	0.667
YDR470C	0.405	0.470	0.670
YDR471W	0.376	0.373	0.684
YDR474C	0.378	0.436	0.662
YDR476C	0.407	0.443	0.662
YDR479C	0.388	0.440	0.658
YDR480W	0.383	0.455	0.665
YDR481C	0.406	0.437	0.666
YDR482C	0.388	0.466	0.671
YDR483W	0.369	0.449	0.669
YDR484W	0.388	0.453	0.673
YDR485C	0.356	0.442	0.646
YDR486C	0.345	0.450	0.677
YDR488C	0.355	0.433	0.665
YDR490C	0.364	0.449	0.659
YDR491C	0.310	0.440	0.650
YDR492W	0.389	0.449	0.671
YDR494W	0.400	0.465	0.686
YDR495C	0.354	0.391	0.711
YDR496C	0.352	0.325	0.701
YDR497C	0.389	0.452	0.669
YDR501W	0.399	0.457	0.681
YDR503C	0.397	0.444	0.679
YDR504C	0.396	0.469	0.688
YDR505C	0.405	0.465	0.678
YDR506C	0.371	0.453	0.670
YDR507C	0.351	0.409	0.690
YDR508C	0.385	0.452	0.716
YDR509W	0.371	0.431	0.717
YDR511W	0.391	0.456	0.679
YDR512C	0.345	0.416	0.646
YDR513W	0.390	0.475	0.656
YDR514C	0.384	0.484	0.638
YDR516C	0.383	0.490	0.679
YDR517W	0.384	0.451	0.680
YDR518W	0.391	0.455	0.679
YDR519W	0.384	0.440	0.666
YDR520C	0.374	0.425	0.664
YDR521W	0.381	0.431	0.671
YDR522C	0.385	0.400	0.682
YDR523C	0.292	0.464	0.637
YDR524C	0.432	0.512	0.715
YDR525W	0.377	0.486	0.697
YDR528W	0.386	0.461	0.662
YDR529C	0.303	0.462	0.623
YDR530C	0.373	0.447	0.668
YDR533C	0.390	0.450	0.666
YDR534C	0.385	0.430	0.665
YGL101W	0.389	0.430	0.670
YGL104C	0.398	0.429	0.677
YGL105W	0.381	0.411	0.675
YGL107C	0.378	0.436	0.675
YGL108C	0.385	0.495	0.669
YGL109W	0.387	0.463	0.677
YGL110C	0.413	0.469	0.693
YGL114W	0.373	0.434	0.681
YGL115W	0.355	0.435	0.596
YGL117W	0.300	0.447	0.606
YGL118C	0.405	0.438	0.668
YGL121C	0.397	0.456	0.676
YGL124C	0.347	0.465	0.647
YGL126W	0.386	0.450	0.694
YGL127C	0.282	0.364	0.625
YGL129C	0.322	0.458	0.635
YGL131C	0.390	0.446	0.686
YGL132W	0.411	0.462	0.685
YGL133W	0.384	0.485	0.659
YGL135W	0.253	0.423	0.504
YGL136C	0.309	0.444	0.639
YGL138C	0.386	0.451	0.684
YGL139W	0.390	0.463	0.685
YGL140C	0.398	0.455	0.684
YGL141W	0.373	0.451	0.680
YGL143C	0.287	0.359	0.636
YGL144C	0.376	0.447	0.677
YGL146C	0.389	0.441	0.677
YGL147C	0.436	0.475	0.737
YGL148W	0.182	0.394	0.448
YGL149W	0.398	0.445	0.672
YGL151W	0.330	0.458	0.500
YGL152C	0.340	0.446	0.657
YGL153W	0.353	0.441	0.669
YGL154C	0.392	0.442	0.680
YGL156W	0.382	0.421	0.672
YGL157W	0.379	0.460	0.666
YGL158W	0.382	0.429	0.670
YGL159W	0.377	0.431	0.672
YGL160W	0.392	0.444	0.679
YGL161C	0.380	0.446	0.679
YGL162W	0.362	0.381	0.689
YGL163C	0.340	0.388	0.660
YGL164C	0.420	0.432	0.695
YGL165C	0.342	0.432	0.645
YGL166W	0.390	0.427	0.679
YGL167C	0.301	0.563	0.658
YGL168W	0.248	0.585	0.637
YGL170C	0.384	0.426	0.667
YGL173C	0.377	0.439	0.670
YGL174W	0.356	0.345	0.689
YGL175C	0.403	0.445	0.684
YGL176C	0.391	0.427	0.685
YGL177W	0.391	0.447	0.664
YGL179C	0.379	0.453	0.654
YGL180W	0.389	0.448	0.686
YGL181W	0.382	0.434	0.678
YER101C	0.388	0.422	0.683
YER103W	0.381	0.474	0.669
YER106W	0.387	0.451	0.677
YER108C	0.403	0.427	0.673
YER109C	0.403	0.425	0.660
YER110C	0.245	0.399	0.663
YER111C	0.266	0.456	0.596
YER113C	0.402	0.453	0.682
YER114C	0.322	0.403	0.647
YER115C	0.375	0.402	0.680
YER116C	0.391	0.425	0.687
YER117W	0.328	0.352	0.675
YER118C	0.403	0.445	0.693
YER119C	0.409	0.451	0.684
YER119C-A	0.403	0.443	0.684
YER120W	0.402	0.445	0.698
YER121W	0.403	0.456	0.680
YER122C	0.405	0.452	0.683
YER123W	0.347	0.161	0.673
YER124C	0.396	0.462	0.683
YER128W	0.376	0.461	0.663
YER129W	0.386	0.451	0.669
YER130C	0.411	0.451	0.665
YER131W	0.311	0.487	0.633
YER132C	0.386	0.449	0.660
YER134C	0.393	0.463	0.669
YER135C	0.384	0.461	0.664
YER137C	0.387	0.464	0.679
YER139C	0.321	0.415	0.655
YER140W	0.379	0.461	0.688
YER141W	0.400	0.384	0.657
YER142C	0.424	0.459	0.670
YER143W	0.393	0.452	0.666
YER145C	0.297	0.455	0.624
YER149C	0.371	0.489	0.669
YER150W	0.376	0.448	0.665
YER151C	0.244	0.485	0.660
YER152C	0.406	0.453	0.680
YER153C	0.391	0.447	0.670
YER154W	0.312	0.473	0.508
YER155C	0.116	0.428	0.452
YER156C	0.380	0.464	0.677
YER158C	0.386	0.453	0.668
YER161C	0.397	0.411	0.676
YER162C	0.359	0.390	0.667
YER163C	0.374	0.451	0.657
YER164W	0.378	0.467	0.628
YER166W	0.362	0.483	0.667
YER167W	0.400	0.456	0.683
YER169W	0.433	0.470	0.681
YER170W	0.392	0.457	0.661
YER173W	0.375	0.438	0.650
YER174C	0.390	0.467	0.659
YER175C	0.384	0.484	0.662
YER176W	0.390	0.478	0.659
YER177W	0.302	0.374	0.674
YER178W	0.321	0.411	0.617
YER179W	0.395	0.446	0.677
YER180C	0.389	0.464	0.676
YER181C	0.403	0.451	0.655
YER182W	0.368	0.452	0.661
YER183C	0.369	0.454	0.654
YER184C	0.378	0.460	0.659
YER185W	0.378	0.457	0.671
YER186C	0.391	0.457	0.675
YER187W	0.385	0.466	0.676
YMR052C-A	0.440	0.493	0.676
YMR052W	0.438	0.486	0.679
YMR053C	0.404	0.476	0.672
YMR054W	0.404	0.452	0.672
YMR055C	0.393	0.456	0.670
YMR056C	0.386	0.472	0.664
YMR057C	0.377	0.483	0.661
YMR058W	0.370	0.480	0.665
YJR034W	0.423	0.452	0.687
YJR039W	0.409	0.473	0.690
YJR044C	0.384	0.447	0.671
YJR066W	0.294	0.457	0.617
YIL111W	0.393	0.445	0.679
YIL122W	0.407	0.347	0.707
YIL131C	0.407	0.428	0.691
YIL136W	0.383	0.466	0.677
YIL158W	0.388	0.357	0.708
YIR004W	0.425	0.504	0.701
YIL056W	0.406	0.466	0.679
YIL085C	0.368	0.491	0.669
YIL094C	0.411	0.460	0.667
YDL047W	0.291	0.332	0.600
YDL061W	0.384	0.459	0.680
YDL075W	0.376	0.521	0.896
YDR477W	0.370	0.458	0.687
YLR363C	0.407	0.449	0.680
YLR364W	0.417	0.429	0.670
YLR365W	0.409	0.466	0.669
YLR366W	0.383	0.453	0.644
YLR367W	0.376	0.444	0.648
YLR368W	0.351	0.437	0.626
YLR371W	0.389	0.454	0.684
YLR372W	0.179	0.493	0.570
YLR373C	0.387	0.350	0.656
YLR374C	0.394	0.466	0.677
YLR375W	0.405	0.495	0.670
YLR376C	0.407	0.421	0.695
YLR377C	0.395	0.436	0.666
YLR380W	0.393	0.431	0.662
YLR381W	0.386	0.439	0.665
YLR384C	0.372	0.387	0.686
YLR385C	0.404	0.447	0.671
YLR386W	0.341	0.463	0.615
YLR387C	0.434	0.468	0.703
YLR388W	0.415	0.489	0.670
YLR389C	0.391	0.427	0.658
YLR390W	0.400	0.437	0.673
YLR344W	0.395	0.451	0.667
YLR345W	0.376	0.436	0.666
YLR348C	0.387	0.437	0.668
YLR349W	0.370	0.461	0.674
YLR350W	0.375	0.427	0.669
YLR351C	0.414	0.440	0.683
YLR352W	0.407	0.444	0.681
YLR353W	0.403	0.457	0.687
YLR354C	0.390	0.460	0.657
YLR356W	0.399	0.439	0.670
YLR357W	0.324	0.369	0.619
YLR360W	0.276	0.421	0.635
YLR362W	0.353	0.476	0.656
YAL024C	0.384	0.411	0.664
YBR299W	0.376	0.417	0.664
YCR107W	0.409	0.435	0.668
YDR326C	0.396	0.442	0.665
YDR417C	0.280	0.347	0.571
YDR444W	0.391	0.444	0.674
YDR461W	0.395	0.439	0.668
YDR493W	0.344	0.443	0.636
YDR500C	0.325	0.411	0.657
YDR502C	0.382	0.433	0.663
YDR515W	0.390	0.443	0.669
YER089C	0.386	0.424	0.674
YFL001W	0.379	0.366	0.692
YFL003C	0.382	0.438	0.651
YFL004W	0.382	0.436	0.669
YFL007W	0.364	0.406	0.634
YFL010C	0.391	0.417	0.664
YFL010W-A	0.390	0.448	0.663
YFL012W	0.417	0.457	0.658
YFL013C	0.381	0.404	0.653
YFL033C	0.388	0.410	0.661
YGR122C-A	0.395	0.459	0.682
YGR162W	0.388	0.383	0.674
YGR252W	0.297	0.464	0.568
YGR254W	0.388	0.418	0.654
YGR255C	0.353	0.434	0.676
YGR257C	0.356	0.422	0.718
YGR258C	0.360	0.392	0.661
YGR271W	0.383	0.421	0.660
YGR272C	0.347	0.392	0.676
YGR273C	0.398	0.423	0.667
YGR276C	0.391	0.427	0.665
YGR289C	0.369	0.444	0.661
YGR291C	0.375	0.447	0.672
YGR292W	0.389	0.428	0.665
YFL063W	0.389	0.409	0.662
YJL103C	0.392	0.435	0.661
YML073C	0.341	0.423	0.687
YNL047C	0.377	0.418	0.665
YNL053W	0.397	0.442	0.670
YNL059C	0.237	0.442	0.666
YNL069C	0.413	0.474	0.691
YNL086W	0.375	0.447	0.666
YNL089C	0.371	0.438	0.660
YNL096C	0.371	0.459	0.657
YNL109W	0.432	0.430	0.686
YNL111C	0.444	0.387	0.665
YNL147W	0.275	0.471	0.681
YNL268W	0.423	0.445	0.689
YNL284C	0.398	0.450	0.697
YNL315C	0.384	0.434	0.694
