^SAMPLE = GSM30549
!Sample_title = No benomyl
!Sample_geo_accession = GSM30549
!Sample_status = Public on Nov 05 2004
!Sample_submission_date = Sep 13 2004
!Sample_last_update_date = May 27 2005
!Sample_type = RNA
!Sample_channel_count = 2
!Sample_source_name_ch1 = no benomyl
!Sample_organism_ch1 = Saccharomyces cerevisiae
!Sample_taxid_ch1 = 4932
!Sample_molecule_ch1 = total RNA
!Sample_source_name_ch2 = no benomyl
!Sample_organism_ch2 = Saccharomyces cerevisiae
!Sample_taxid_ch2 = 4932
!Sample_molecule_ch2 = total RNA
!Sample_description = A pool of 5,896 haploid-convertible heterozygous diploid yeast knockout (YKO) strains were sporulated.
!Sample_description = A pool of isogenic haploid MATa cells were obtained by selection on a magic medium without the drug benomyl at 30 degree for 2 days.
!Sample_description = Genomic DNA was prepared from this pool of freshly generated haploid cells and used as the template for PCR amplification of the TAGs identifying the YKOs with a pair of primers universal for either Uptags or Downtags.
!Sample_description = The PCR products from sample1 or sample2 were differentially labeled with Cy5 or Cy3.
!Sample_description = The Cy5- and Cy3-labeled Uptags and Downtags were mixed together and hybridized to a Hopkins-TagArray.
!Sample_description = Fluorescent array images were collected for both Cy5 and Cy3 with a GenePix4000B microarray scanner.
!Sample_description = The image data was annalyzed with a GenePix5.1 program.
!Sample_description = Keywords = benomyl, heterozygote, YKO
!Sample_platform_id = GPL1444
!Sample_contact_name = Xuewen,,Pan
!Sample_contact_email = xpan2@jhmi.edu
!Sample_contact_phone = 410-955-2477
!Sample_contact_laboratory = Boeke Lab
!Sample_contact_department = Department of Molecular Biology and Genetics
!Sample_contact_institute = Johns Hopkins University School of Medicine
!Sample_contact_address = 733 N. Broadway, Room 331
!Sample_contact_city = Baltimore
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 21205
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM30nnn/GSM30549/suppl/GSM30549_cy3.tif.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM30nnn/GSM30549/suppl/GSM30549_cy5.tif.gz
!Sample_series_id = GSE1752
!Sample_series_id = GSE1838
!Sample_data_row_count = 22575
#ID_REF = Serial identifier for probe
#F635_Median = Cy5 (F635) median fluorescence intensity
#B635_Median = Cy5 (F635) background median fluorescence intensity
#F532_Median = Cy3 (F532) median fluorescence intensity
#B532_Median = Cy3 (F532) background median fluorescence intensity
#F635-B635_Median = Background substracted Cy5 (F635) median fluorescence intensity
#F532-B532_Median = Background substracted Cy3 (F532) median fluorescence intensity
#VALUE = log ratio (log2 of PRE_VALUE)
#Flags =  
#PRE_VALUE = Normalized ratio defined by F635-B635_Median/F532-B532_Median
!sample_table_begin
ID_REF	F635_Median	B635_Median	F532_Median	B532_Median	F635-B635_Median	F532-B532_Median	VALUE	Flags	PRE_VALUE
16188	951	59	1968	78	892	1890	0.0143553	0	1.01
16189	103	58	281	80	45	201	-1.0588943	-50	0.48
16190	160	65	368	86	95	282	-0.4739313	-50	0.72
16191	6769	55	15567	84	6714	15483	-0.1046973	0	0.93
16192	278	60	674	81	218	593	-0.3400753	-50	0.79
16193	61	59	96	83	2	13	-1.5994623	-50	0.33
16194	15514	59	36749	82	15455	36667	-0.1520033	0	0.90
16195	1100	54	2780	77	1046	2703	-0.2688173	0	0.83
16196	5970	54	12882	74	5916	12808	-0.0145003	0	0.99
16197	8735	58	18426	85	8677	18341	0.0143553	0	1.01
16198	2829	59	7690	90	2770	7600	-0.3584543	0	0.78
16199	12139	54	26339	83	12085	26256	-0.0291463	0	0.98
16200	14485	54	27515	81	14431	27434	0.1763233	0	1.13
16201	5148	55	10629	86	5093	10543	0.0426443	0	1.03
16202	107	56	243	79	51	164	-0.5777673	-50	0.67
16203	16481	59	23128	75	16422	23053	0.6040713	0	1.52
16204	121	64	179	80	57	99	0.2986583	-50	1.23
16205	11735	58	28088	81	11677	28007	-0.1681233	0	0.89
16206	66	57	124	80	9	44	-1.1844253	-50	0.44
16207	561	53	1730	74	508	1656	-0.5994623	0	0.66
16208	83	58	106	69	25	37	0.5360533	-50	1.45
16209	9234	58	19169	85	9176	19084	0.0426443	0	1.03
16210	69	58	174	80	11	94	-2.0000003	-50	0.25
16211	69	59	100	80	10	20	0.0976113	-50	1.07
16212	90	54	110	85	36	25	1.6229303	-50	3.08
16213	77	58	221	74	19	147	-1.8365013	-50	0.28
16214	2415	60	4472	88	2355	4384	0.2016343	0	1.15
16215	122	54	508	79	68	429	-1.5563933	-50	0.34
16216	9253	56	18339	80	9197	18259	0.1110313	0	1.08
16217	191	59	365	75	132	290	-0.0439433	-50	0.97
16218	167	58	315	81	109	234	0.0000003	-50	1.00
16219	12815	55	21909	81	12760	21828	0.3219283	0	1.25
16220	56	57	105	81	-1	24		-50	-0.09
16221	97	50	118	76	47	42	1.2570113	-50	2.39
16222	3022	53	6712	80	2969	6632	-0.0588943	0	0.96
16223	3099	61	6887	83	3038	6804	-0.0588943	0	0.96
16224	16629	53	29946	81	16576	29865	0.2509623	0	1.19
16225	807	56	2510	82	751	2428	-0.5994623	0	0.66
16226	18636	57	38094	80	18579	38014	0.0703893	0	1.05
16227	7311	54	13504	86	7257	13418	0.2141253	0	1.16
16228	5172	57	13395	84	5115	13311	-0.2863043	0	0.82
16229	5849	54	11122	79	5795	11043	0.1634993	0	1.12
16230	7291	66	13083	82	7225	13001	0.2509623	0	1.19
16231	61	53	289	78	8	211	-3.6438563	-50	0.08
16232	68	59	96	81	9	15	0.3561443	-50	1.28
16233	1256	52	3110	81	1204	3029	-0.2344653	0	0.85
16234	67	60	136	75	7	61	-2.0000003	-50	0.25
16235	6363	58	13136	81	6305	13055	0.0426443	0	1.03
16236	5433	53	13737	76	5380	13661	-0.2515393	0	0.84
16237	320	59	462	82	261	380	0.5558163	-50	1.47
16238	4773	58	9055	80	4715	8975	0.1634993	0	1.12
16239	14196	56	31055	79	14140	30976	-0.0291463	0	0.98
16240	5706	55	13648	84	5651	13564	-0.1681233	0	0.89
16241	4167	56	9693	82	4111	9611	-0.1202943	0	0.92
16242	1199	53	3906	78	1146	3828	-0.6438563	0	0.64
16243	3866	61	8102	82	3805	8020	0.0285693	0	1.02
16244	7662	62	21540	90	7600	21450	-0.3959293	0	0.76
16245	162	56	355	83	106	272	-0.2688173	-50	0.83
16246	2629	62	8711	77	2567	8634	-0.6438563	0	0.64
16247	82	58	112	84	24	28	0.8718443	-50	1.83
16248	616	60	2324	77	556	2247	-0.9159363	0	0.53
16249	5194	56	14087	75	5138	14012	-0.3584543	0	0.78
16250	4009	60	7355	85	3949	7270	0.2141253	0	1.16
16251	934	53	1981	72	881	1909	-0.0145003	0	0.99
16252	6126	55	14852	77	6071	14775	-0.1844253	0	0.88
16253	59	55	112	76	4	36	-2.0588943	-50	0.24
16254	509	55	1627	71	454	1556	-0.6896603	0	0.62
16255	1329	53	4140	78	1276	4062	-0.5777673	0	0.67
16256	2171	53	4794	74	2118	4720	-0.0588943	0	0.96
16257	77	53	335	78	24	257	-2.3219283	-50	0.20
16258	68	56	81	78	12	3	3.0976113	-50	8.56
16259	4104	57	9707	78	4047	9629	-0.1520033	0	0.90
16260	72	55	247	72	17	175	-2.2515393	-50	0.21
16261	244	56	257	77	188	180	1.1634993	-50	2.24
16262	1100	55	2007	79	1045	1928	0.2141253	0	1.16
16263	136	57	341	78	79	263	-0.6438563	-50	0.64
16264	67	61	98	83	6	15	-0.2175913	-50	0.86
16265	290	56	544	79	234	465	0.1110313	-50	1.08
16266	66	51	167	77	15	90	-1.4739313	-50	0.36
16267	8844	61	23893	85	8783	23808	-0.3400753	0	0.79
16268	14993	62	29645	85	14931	29560	0.1110313	0	1.08
16269	124	57	752	77	67	675	-2.2515393	-50	0.21
16270	87	60	125	84	27	41	0.4956953	-50	1.41
16271	7951	53	17675	78	7898	17597	-0.0588943	0	0.96
16272	114	59	316	82	55	234	-1.0000003	-50	0.50
16273	397	56	734	77	341	657	0.1505603	-50	1.11
16274	84	54	352	82	30	270	-2.0588943	-50	0.24
16275	183	53	115	75	130	40	2.7990873	-50	6.96
16276	2821	57	6931	75	2764	6856	-0.2175913	0	0.86
16277	81	54	85	77	27	8	2.8519993	-50	7.22
16278	5012	53	12912	79	4959	12833	-0.2688173	0	0.83
16279	4438	58	12013	79	4380	11934	-0.3400753	0	0.79
16280	10299	56	21317	83	10243	21234	0.0426443	0	1.03
16281	2036	56	3994	84	1980	3910	0.1110313	0	1.08
16282	3827	57	10303	83	3770	10220	-0.3400753	0	0.79
16283	69	49	295	78	20	217	-2.3219283	-50	0.20
16284	114	60	424	74	54	350	-1.5994623	-50	0.33
16285	8291	54	17731	81	8237	17650	0.0000003	0	1.00
16286	3609	57	8054	77	3552	7977	-0.0740013	0	0.95
16287	8978	58	19979	79	8920	19900	-0.0588943	0	0.96
16288	6171	56	14731	83	6115	14648	-0.1681233	0	0.89
16289	183	59	377	85	124	292	-0.1360623	-50	0.91
16290	9751	59	23570	86	9692	23484	-0.1844253	0	0.88
16291	4253	54	10287	76	4199	10211	-0.1844253	0	0.88
16292	21214	56	36331	83	21158	36248	0.3219283	0	1.25
16293	77	57	105	84	20	21	1.0285693	-50	2.04
16294	5819	51	12786	85	5768	12701	-0.0439433	0	0.97
16295	9482	59	21508	86	9423	21422	-0.0892673	0	0.94
16296	122	57	176	80	65	96	0.5360533	-50	1.45
16297	176	60	319	80	116	239	0.0565843	-50	1.04
16298	923	62	1497	84	861	1413	0.3785123	0	1.30
16299	5906	57	15010	84	5849	14926	-0.2515393	0	0.84
16300	12692	59	22419	83	12633	22336	0.2750073	0	1.21
16301	78	57	133	80	21	53	-0.2344653	-50	0.85
16302	119	54	268	80	65	188	-0.4344033	-50	0.74
16303	4528	54	10664	83	4474	10581	-0.1520033	0	0.90
16304	7208	52	13196	76	7156	13120	0.2265093	0	1.17
16305	14225	57	29904	76	14168	29828	0.0285693	0	1.02
16306	3231	55	8295	76	3176	8219	-0.2688173	0	0.83
16307	303	54	2208	81	249	2127	-2.0000003	-50	0.25
16308	7226	54	15545	81	7172	15464	-0.0145003	0	0.99
16309	154	60	176	81	94	95	1.0840643	-50	2.12
16310	6112	52	17017	73	6060	16944	-0.3770703	0	0.77
16311	97	59	126	78	38	48	0.7570233	-50	1.69
16312	6986	62	19053	79	6924	18974	-0.3584543	0	0.78
16313	194	61	402	76	133	326	-0.2009133	-50	0.87
16314	138	57	202	78	81	124	0.4854273	-50	1.40
16315	80	56	195	86	24	109	-1.0892673	-50	0.47
16316	58	59	126	80	-1	46		-50	-0.05
16317	89	56	160	76	33	84	-0.2515393	-50	0.84
16318	66	55	83	77	11	6	1.9708543	-50	3.92
16319	82	60	121	88	22	33	0.5160153	-50	1.43
16320	5361	65	12524	83	5296	12441	-0.1360623	0	0.91
16321	59	56	112	78	3	34	-2.3959293	-50	0.19
16322	76	62	200	78	14	122	-2.0000003	-50	0.25
16323	4379	58	9354	75	4321	9279	0.0000003	0	1.00
16324	761	53	1556	79	708	1477	0.0426443	0	1.03
16325	74	55	112	82	19	30	0.4436073	-50	1.36
16326	536	51	986	79	485	907	0.1890343	0	1.14
16327	95	56	221	77	39	144	-0.7858753	-50	0.58
16328	315	55	1293	80	260	1213	-1.1202943	-50	0.46
16329	3748	52	11300	85	3696	11215	-0.4941093	0	0.71
16330	9771	62	19634	85	9709	19549	0.0840643	0	1.06
16331	23066	54	39544	87	23012	39457	0.3219283	0	1.25
16332	103	54	262	76	49	186	-0.8365013	-50	0.56
16333	94	51	170	74	43	96	-0.0588943	-50	0.96
16334	79	63	115	83	16	32	0.0976113	-50	1.07
16335	6702	58	14311	80	6644	14231	0.0000003	0	1.00
16336	2973	53	5791	79	2920	5712	0.1243283	0	1.09
16337	11176	59	23815	88	11117	23727	0.0000003	0	1.00
16338	6273	61	16282	79	6212	16203	-0.2863043	0	0.82
16339	77	62	153	84	15	69	-1.0892673	-50	0.47
16340	6884	57	15112	82	6827	15030	-0.0439433	0	0.97
16341	7982	55	18576	81	7927	18495	-0.1202943	0	0.92
16342	2010	57	4402	88	1953	4314	-0.0439433	0	0.97
16343	11578	57	25742	82	11521	25660	-0.0588943	0	0.96
16344	23234	55	38832	86	23179	38746	0.3561443	0	1.28
16345	317	58	782	81	259	701	-0.3400753	-50	0.79
16346	3266	57	7591	87	3209	7504	-0.1202943	0	0.92
16347	111	53	392	76	58	316	-1.3584543	-50	0.39
16348	96	60	125	85	36	40	0.9486013	-50	1.93
16349	1105	59	3025	81	1046	2944	-0.3959293	0	0.76
16350	2465	64	4298	83	2401	4215	0.2868813	0	1.22
16351	437	56	388	87	381	301	1.4382933	-50	2.71
16352	3180	59	10110	83	3121	10027	-0.5777673	0	0.67
16353	150	64	189	84	86	105	0.8073553	-50	1.75
16354	2349	57	4519	84	2292	4435	0.1505603	0	1.11
16355	11580	51	25290	81	11529	25209	-0.0291463	0	0.98
16356	1317	61	4004	80	1256	3924	-0.5563933	0	0.68
16357	218	57	1349	76	161	1273	-1.8889693	-50	0.27
16358	7329	61	18960	79	7268	18881	-0.2863043	0	0.82
16359	297	59	485	81	238	404	0.3334243	-50	1.26
16360	6483	55	17565	79	6428	17486	-0.3400753	0	0.79
16361	2326	57	4822	74	2269	4748	0.0285693	0	1.02
16362	194	60	851	77	134	774	-1.4344033	-50	0.37
16363	5803	57	16087	77	5746	16010	-0.3770703	0	0.77
16364	63	60	102	76	3	26	-2.0000003	-50	0.25
16365	102	63	185	82	39	103	-0.3040063	-50	0.81
16366	2082	57	5315	81	2025	5234	-0.2688173	0	0.83
16367	8487	58	20963	83	8429	20880	-0.2175913	0	0.86
16368	6530	62	17136	79	6468	17057	-0.3040063	0	0.81
16369	156	60	263	78	96	185	0.1505603	-50	1.11
16370	9992	57	23714	78	9935	23636	-0.1520033	0	0.90
16371	174	60	373	75	114	298	-0.2863043	-50	0.82
16372	129	60	100	76	69	24	2.6205863	-50	6.15
16373	106	58	172	83	48	89	0.2016343	-50	1.15
16374	86	61	108	83	25	25	1.0976113	-50	2.14
16375	70	55	87	80	15	7	2.1984943	-50	4.59
16376	192	57	260	84	135	176	0.7136963	-50	1.64
16377	80	53	354	77	27	277	-2.2515393	-50	0.21
16378	489	60	1956	80	429	1876	-1.0291463	0	0.49
16379	6284	57	15083	75	6227	15008	-0.1681233	0	0.89
16380	1887	54	4766	80	1833	4686	-0.2515393	0	0.84
16381	7017	54	13267	79	6963	13188	0.1763233	0	1.13
16382	3000	55	8961	74	2945	8887	-0.4941093	0	0.71
16383	1111	52	2325	78	1059	2247	0.0143553	0	1.01
16384	4257	51	10026	75	4206	9951	-0.1520033	0	0.90
16385	337	50	392	72	287	320	0.9411063	-50	1.92
16386	3437	58	7566	72	3379	7494	-0.0588943	0	0.96
16387	76	67	101	85	9	16	0.2630343	-50	1.20
16388	5772	60	12827	90	5712	12737	-0.0588943	0	0.96
16389	6681	60	13653	88	6621	13565	0.0565843	0	1.04
16390	2138	61	5252	83	2077	5169	-0.2175913	0	0.86
16391	2798	55	9462	83	2743	9379	-0.6665763	0	0.63
16392	432	59	1473	79	373	1394	-0.8109663	-50	0.57
16393	70	48	117	69	22	48	-0.0291463	-50	0.98
16394	73	52	114	73	21	41	0.1375043	-50	1.10
16395	5411	56	12331	71	5355	12260	-0.1046973	0	0.93
16396	68	53	101	70	15	31	0.0565843	-50	1.04
16397	117	61	193	68	56	125	-0.0588943	-50	0.96
16398	3659	51	9289	73	3608	9216	-0.2515393	0	0.84
16399	62	58	124	74	4	50	-2.5563933	-50	0.17
16400	12285	59	26336	75	12226	26261	0.0000003	0	1.00
16401	6501	56	11252	81	6445	11171	0.2986583	0	1.23
16402	68	60	96	87	8	9	0.9259993	-50	1.90
16403	6609	61	13837	81	6548	13756	0.0285693	0	1.02
16404	3874	51	9330	76	3823	9254	-0.1844253	0	0.88
16405	167	56	426	76	111	350	-0.5563933	-50	0.68
16406	171	54	891	79	117	812	-1.6896603	-50	0.31
16407	459	47	1415	76	412	1339	-0.5994623	0	0.66
16408	193	61	324	78	132	246	0.2016343	-50	1.15
16409	83	55	139	73	28	66	-0.1360623	-50	0.91
16410	917	55	1404	75	862	1329	0.4750853	0	1.39
16411	12333	57	25038	79	12276	24959	0.0703893	0	1.05
16412	4971	61	10729	86	4910	10643	-0.0145003	0	0.99
16413	2972	57	6210	80	2915	6130	0.0285693	0	1.02
16414	10225	60	22271	81	10165	22190	-0.0291463	0	0.98
16415	6597	62	15847	83	6535	15764	-0.1681233	0	0.89
16416	13487	67	23468	93	13420	23375	0.2986583	0	1.23
16417	8038	52	13839	78	7986	13761	0.3103403	0	1.24
16418	7546	56	13284	78	7490	13206	0.2750073	0	1.21
16419	201	52	1208	72	149	1136	-1.8365013	-50	0.28
16420	105	55	167	77	50	90	0.2509623	-50	1.19
16421	133	51	168	77	82	91	0.9486013	-50	1.93
16422	68	58	97	78	10	19	0.1763233	-50	1.13
16423	112	54	203	75	58	128	-0.0439433	-50	0.97
16424	2067	53	3823	76	2014	3747	0.2016343	0	1.15
16425	7998	59	15328	78	7939	15250	0.1505603	0	1.11
16426	73	59	130	74	14	56	-0.8889693	-50	0.54
16427	12021	61	29676	89	11960	29587	-0.2009133	0	0.87
16428	11663	59	29261	90	11604	29171	-0.2344653	0	0.85
16429	85	51	134	76	34	58	0.3219283	-50	1.25
16430	1615	52	3892	70	1563	3822	-0.1844253	0	0.88
16431	1802	57	4390	74	1745	4316	-0.2009133	0	0.87
16432	1891	57	4588	77	1834	4511	-0.2009133	0	0.87
16433	84	53	215	74	31	141	-1.0892673	-50	0.47
16434	3442	56	6315	73	3386	6242	0.2141253	0	1.16
16435	89	62	163	81	27	82	-0.5145733	-50	0.70
16436	5166	51	9612	72	5115	9540	0.2016343	0	1.15
16437	474	51	3108	80	423	3028	-1.7369663	0	0.30
16438	8114	57	17326	77	8057	17249	0.0000003	0	1.00
16439	2649	61	5452	78	2588	5374	0.0426443	0	1.03
16440	6544	59	14478	81	6485	14397	-0.0588943	0	0.96
16441	659	58	1833	81	601	1752	-0.4540323	0	0.73
16442	165	63	312	80	102	232	-0.0892673	-50	0.94
16443	114	57	211	79	57	132	-0.1202943	-50	0.92
16444	2139	54	5252	76	2085	5176	-0.2175913	0	0.86
16445	808	54	1692	79	754	1613	0.0000003	0	1.00
16446	71	59	125	73	12	52	-1.0291463	-50	0.49
16447	8860	56	18412	73	8804	18339	0.0426443	0	1.03
16448	893	54	2292	72	839	2220	-0.3040063	0	0.81
16449	83	55	337	75	28	262	-2.1202943	-50	0.23
16450	127	51	159	71	76	88	0.8875253	-50	1.85
16451	9262	58	18408	74	9204	18334	0.0976113	0	1.07
16452	92	53	265	71	39	194	-1.2175913	-50	0.43
16453	1981	65	3881	84	1916	3797	0.1110313	0	1.08
16454	498	56	960	80	442	880	0.0976113	0	1.07
16455	892	58	1908	78	834	1830	-0.0291463	0	0.98
16456	2149	58	4509	74	2091	4435	0.0143553	0	1.01
16457	940	58	2804	77	882	2727	-0.5353323	0	0.69
16458	80	55	133	77	25	56	-0.0588943	-50	0.96
16459	172	54	611	74	118	537	-1.0892673	-50	0.47
16460	2751	55	6932	71	2696	6861	-0.2515393	0	0.84
16461	1332	57	3663	79	1275	3584	-0.3959293	0	0.76
16462	7667	56	18927	75	7611	18852	-0.2175913	0	0.86
16463	62	52	124	74	10	50	-1.2175913	-50	0.43
16464	102	55	308	74	47	234	-1.2175913	-50	0.43
16465	1647	60	3060	80	1587	2980	0.1890343	0	1.14
16466	7694	59	18490	81	7635	18409	-0.1681233	0	0.89
16467	8120	55	14533	80	8065	14453	0.2509623	0	1.19
16468	5197	58	14786	83	5139	14703	-0.4150373	0	0.75
16469	11199	61	21235	79	11138	21156	0.1763233	0	1.13
16470	7040	61	17708	77	6979	17631	-0.2344653	0	0.85
16471	14295	55	32071	75	14240	31996	-0.0740013	0	0.95
16472	12819	56	22606	72	12763	22534	0.2750073	0	1.21
16473	2443	58	7664	75	2385	7589	-0.5777673	0	0.67
16474	4621	55	9417	73	4566	9344	0.0703893	0	1.05
16475	2737	53	6191	71	2684	6120	-0.0892673	0	0.94
16476	68	49	86	71	19	15	1.4382933	-50	2.71
16477	1010	61	1995	70	949	1925	0.0703893	0	1.05
16478	455	56	994	76	399	918	-0.1046973	-50	0.93
16479	8592	61	15511	91	8531	15420	0.2387873	0	1.18
16480	9574	62	22826	78	9512	22748	-0.1681233	0	0.89
16481	2729	62	6125	89	2667	6036	-0.0740013	0	0.95
16482	1872	58	3713	74	1814	3639	0.0976113	0	1.07
16483	6445	58	16210	76	6387	16134	-0.2344653	0	0.85
16484	64	57	99	80	7	19	-0.3400753	-50	0.79
16485	66	54	115	73	12	42	-0.7131193	-50	0.61
16486	6747	61	15100	74	6686	15026	-0.0740013	0	0.95
16487	5021	55	10645	77	4966	10568	0.0143553	0	1.01
16488	1711	55	5563	79	1656	5484	-0.6214883	0	0.65
16489	82	53	197	71	29	126	-1.0291463	-50	0.49
16490	177	55	303	75	122	228	0.2016343	-50	1.15
16491	104	59	209	79	45	130	-0.4344033	-50	0.74
16492	65	58	109	83	7	26	-0.7858753	-50	0.58
16493	134	62	136	85	72	51	1.5945493	-50	3.02
16494	95	59	204	82	36	122	-0.6665763	-50	0.63
16495	8402	60	16721	82	8342	16639	0.0976113	0	1.07
16496	91	55	154	70	36	84	-0.1202943	-50	0.92
16497	147	54	269	77	93	192	0.0565843	-50	1.04
16498	70	52	100	79	18	21	0.8718443	-50	1.83
16499	14489	52	28053	79	14437	27974	0.1375043	0	1.10
16500	15342	60	27048	76	15282	26972	0.2750073	0	1.21
16501	10751	58	23292	76	10693	23216	-0.0145003	0	0.99
16502	4952	54	11646	73	4898	11573	-0.1360623	0	0.91
16503	14690	56	23582	79	14634	23503	0.4114263	0	1.33
16504	6169	60	12153	75	6109	12078	0.1110313	0	1.08
16505	9159	63	19752	88	9096	19664	-0.0145003	0	0.99
16506	7595	63	14487	78	7532	14409	0.1634993	0	1.12
16507	8333	60	16466	88	8273	16378	0.1110313	0	1.08
16508	3952	55	7842	76	3897	7766	0.0976113	0	1.07
16509	6016	60	13616	82	5956	13534	-0.0892673	0	0.94
16510	6516	59	10312	79	6457	10233	0.4329593	0	1.35
16511	3852	52	11204	74	3800	11130	-0.4540323	0	0.73
16512	4309	54	8412	72	4255	8340	0.1243283	0	1.09
16513	4540	51	7612	78	4489	7534	0.3561443	0	1.28
16514	5620	58	12134	74	5562	12060	-0.0145003	0	0.99
16515	7978	57	14213	72	7921	14141	0.2630343	0	1.20
16516	9431	59	15712	77	9372	15635	0.3561443	0	1.28
16517	177	59	219	78	118	141	0.8399603	-50	1.79
16518	2364	56	4345	77	2308	4268	0.2141253	0	1.16
16519	2009	57	4083	84	1952	3999	0.0565843	0	1.04
16520	94	59	147	78	35	69	0.1243283	-50	1.09
16521	153	60	328	81	93	247	-0.3040063	-50	0.81
16522	207	53	373	83	154	290	0.1890343	-50	1.14
16523	1180	54	2418	78	1126	2340	0.0426443	0	1.03
16524	8011	62	17375	78	7949	17297	-0.0291463	0	0.98
16525	1978	54	3848	77	1924	3771	0.1243283	0	1.09
16526	182	55	527	71	127	456	-0.7369663	-50	0.60
16527	371	62	1211	76	309	1135	-0.7858753	-50	0.58
16528	6649	59	13952	75	6590	13877	0.0285693	0	1.02
16529	13826	57	29469	76	13769	29393	0.0000003	0	1.00
16530	11551	55	24728	74	11496	24654	0.0000003	0	1.00
16531	490	60	1296	74	430	1222	-0.4150373	0	0.75
16532	8371	59	16241	76	8312	16165	0.1375043	0	1.10
16533	6892	57	15284	86	6835	15198	-0.0588943	0	0.96
16534	1585	56	3486	76	1529	3410	-0.0588943	0	0.96
16535	85	59	131	78	26	53	0.0703893	-50	1.05
16536	6716	54	14704	76	6662	14628	-0.0439433	0	0.97
16537	8839	52	16847	74	8787	16773	0.1634993	0	1.12
16538	10300	56	23683	78	10244	23605	-0.1046973	0	0.93
16539	103	59	155	75	44	80	0.2387873	-50	1.18
16540	3018	57	5960	78	2961	5882	0.1110313	0	1.08
16541	124	57	588	76	67	512	-1.8365013	-50	0.28
16542	516	54	941	76	462	865	0.1890343	0	1.14
16543	108	65	360	82	43	278	-1.5994623	-50	0.33
16544	6787	59	15660	87	6728	15573	-0.1202943	0	0.92
16545	9751	60	18546	84	9691	18462	0.1634993	0	1.12
16546	113	61	295	82	52	213	-0.9434163	-50	0.52
16547	108	62	149	77	46	72	0.4541763	-50	1.37
16548	3934	55	8791	79	3879	8712	-0.0740013	0	0.95
16549	1457	59	3022	81	1398	2941	0.0285693	0	1.02
16550	7533	53	14759	75	7480	14684	0.1243283	0	1.09
16551	686	55	1779	75	631	1704	-0.3400753	0	0.79
16552	1048	60	2395	77	988	2318	-0.1360623	0	0.91
16553	1864	57	3955	80	1807	3875	0.0000003	0	1.00
16554	180	56	298	71	124	227	0.2265093	-50	1.17
16555	129	54	261	75	75	186	-0.2175913	-50	0.86
16556	175	56	290	78	119	212	0.2630343	-50	1.20
16557	10626	58	19782	74	10568	19708	0.2016343	0	1.15
16558	8815	60	17967	75	8755	17892	0.0703893	0	1.05
16559	2248	61	4870	95	2187	4775	-0.0291463	0	0.98
16560	487	56	1227	78	431	1149	-0.3219283	0	0.80
16561	154	63	349	81	91	268	-0.4540323	-50	0.73
16562	451	61	2546	86	390	2460	-1.5563933	-50	0.34
16563	7255	55	18197	81	7200	18116	-0.2344653	0	0.85
16564	5335	52	9628	74	5283	9554	0.2387873	0	1.18
16565	7251	53	13909	74	7198	13835	0.1505603	0	1.11
16566	1596	59	3293	85	1537	3208	0.0426443	0	1.03
16567	5563	58	11156	78	5505	11078	0.0840643	0	1.06
16568	5234	61	10855	81	5173	10774	0.0426443	0	1.03
16569	6944	56	14465	79	6888	14386	0.0285693	0	1.02
16570	301	60	526	81	241	445	0.2141253	-50	1.16
16571	67	58	135	88	9	47	-1.2863043	-50	0.41
16572	8956	54	15251	90	8902	15161	0.3334243	0	1.26
16573	4371	61	10873	87	4310	10786	-0.2175913	0	0.86
16574	214	54	224	81	160	143	1.2570113	-50	2.39
16575	7769	56	17412	78	7713	17334	-0.0740013	0	0.95
16576	81	53	212	80	28	132	-1.1520033	-50	0.45
16577	13677	55	32342	74	13622	32268	-0.1520033	0	0.90
16578	1675	52	3279	75	1623	3204	0.1110313	0	1.08
16579	6783	54	15138	73	6729	15065	-0.0588943	0	0.96
16580	189	53	510	74	136	436	-0.5777673	-50	0.67
16581	1339	56	4376	78	1283	4298	-0.6438563	0	0.64
16582	9255	54	19737	71	9201	19666	0.0000003	0	1.00
16583	16255	54	31928	81	16201	31847	0.1243283	0	1.09
16584	431	61	1519	75	370	1444	-0.8624963	-50	0.55
16585	14823	61	30976	78	14762	30898	0.0285693	0	1.02
16586	268	55	676	72	213	604	-0.4150373	-50	0.75
16587	159	58	101	81	101	20	3.4342953	-50	10.81
16588	10004	54	21351	80	9950	21271	0.0000003	0	1.00
16589	5951	58	12258	79	5893	12179	0.0565843	0	1.04
16590	96	56	208	80	40	128	-0.5777673	-50	0.67
16591	1915	51	4679	79	1864	4600	-0.2009133	0	0.87
16592	1412	55	4140	78	1357	4062	-0.4941093	0	0.71
16593	111	54	403	80	57	323	-1.3959293	-50	0.38
16594	104	56	212	82	48	130	-0.3400753	-50	0.79
16595	129	59	186	79	70	107	0.4854273	-50	1.40
16596	115	60	156	80	55	76	0.6322683	-50	1.55
16597	89	58	130	81	31	49	0.4329593	-50	1.35
16598	60	58	137	79	2	58	-3.8365013	-50	0.07
16599	69	60	146	84	9	62	-1.6896603	-50	0.31
16600	10955	59	18777	80	10896	18697	0.3219283	0	1.25
16601	144	52	245	81	92	164	0.2630343	-50	1.20
