orf	hap a | abundance of caesium (gamma-counter) | caesium chloride [50 uM], Cs-134 [4 kBq/ml] | YPD | Heuck S~Kanter U, 2010	hap a | abundance of strontium (gamma-counter) | strontium dichloride [50 uM], Sr-85 [4 kBq/ml] | YPD | Heuck S~Kanter U, 2010
YPR028W	-1.04	-1.62
YPR029C	-3.68	0.22
YPR030W	-0.78	-2.27
YPR031W	-0.11	-1.43
YPR032W	0.1	0.12
YPR036W		
YPR037C	-2.05	-2.32
YPR038W	-1.76	-2.05
YPR039W	-1.5	-2.36
YPR040W	0.79	-1.61
YPR042C	0.41	-0.37
YPR043W	0.89	3.38
YPR044C		
YPR045C	3.07	-2.26
YPR046W	-0.11	-0.47
YPR047W	0.65	-0.22
YPR049C		
YPR050C	0.0	3.24
YPR051W	-0.06	2.49
YPR052C	-1.39	-2.28
YPR053C	-1.39	-1.8
YPR054W	-1.59	-1.99
YPR057W	1.5	3.1
YPR058W	0.29	-0.25
YPR059C	0.64	0.05
YPR060C	5.36	0.78
YPR061C	-1.16	-1.59
YPR062W	-0.53	-0.64
YPR063C	-0.43	-0.23
YPR064W	-0.55	0.25
YPR065W	-0.16	0.18
YPR066W	0.06	0.53
YPR067W	-1.71	-1.76
YPR068C	-1.76	-2.16
YPR069C	-1.37	-0.8
YPR070W	-0.95	3.68
YPR071W	0.25	-0.2
YPR072W		
YPR073C	1.21	0.46
YPR074C	1.58	0.31
YPR075C	1.97	1.99
YPR076W	-0.61	-0.42
YPR077C	1.35	0.67
YPR078C	-0.5	-1.02
YPR079W	0.55	0.51
YPR083W	-0.05	-0.76
YPR084W	1.31	-0.08
YPR087W	-0.78	-2.41
YPR089W	-1.07	0.04000000000000001
YPR091C	-0.81	1.25
YPR092W	-1.66	-0.57
YPR093C	0.27	-0.43
YPR095C	0.7	-0.36
YPR096C	0.86	1.03
YPR097W	1.06	1.75
YPR098C	-0.52	-0.6
YPR099C		
YPR100W	0.02	-0.11
YPR101W		
YPR106W	0.26	0.4
YPR109W	-0.63	-0.41
YPR111W	1.2	1.57
YPR114W	-0.02	0.43
YPR115W	-0.27	0.06
YPR116W		
YPR117W	-0.48	-0.7
YPR118W	0.11	-0.37
YPR119W	0.52	0.41
YPR120C	0.71	0.57
YPR121W	-0.22	-0.43
YPR122W	-0.23	0.42
YPR123C	0.44	0.75
YPR124W	0.93	4.96
YPR125W	1.32	1.01
YPR126C	0.1	0.52
YPR127W	-0.38	0.51
YPR128C	0.94	1.78
YPR129W	-0.47	-0.93
YPR130C	0.52	0.57
YPR131C		
YPR132W	0.14	0.97
YPR133W-A	1.68	1.48
YPR134W	-1.25	-1.59
YPR135W	-0.2	-1.44
YPR138C	-0.27	-0.6
YPR139C		
YPR140W	-0.52	-1.4
YPR141C	-1.53	-1.14
YPR145W	-0.04	-0.09
YPR146C	0.86	0.61
YPR147C	0.72	1.33
YPR148C	-0.43	-0.68
YPR149W	0.37	0.4
YPR150W	-0.69	-1.27
YPR151C	-0.3	-0.88
YPR152C	0.08	-0.33
YPR153W	1.02	-0.94
YPR154W	0.09	-0.23
YPR155C	0.01	-0.7
YPR156C	-0.77	-0.98
YPR157W	-1.11	-0.99
YPR158W	0.82	0.56
YPR159W		
YPR160W	0.23	4.89
YPR163C	-1.45	-2.87
YPR164W	-0.46	-2.94
YPR166C	1.2	0.79
YPR167C	-1.15	-1.11
YPR170C	-1.51	-3.12
YPR171W	-0.39	-0.44
YPR172W	-0.85	-1.15
YPR173C	-0.99	6.93
YPR174C	-1.18	-0.96
YPR179C	-1.42	-1.27
YPR184W	-0.93	-1.2
YPR185W	-0.01	-2.85
YPR188C	-0.56	-0.79
YPR189W	1.39	1.53
YPR191W	0.41	0.62
YPR192W	-1.41	-1.55
YPR193C	-0.92	-0.52
YPR194C	-1.84	2.91
YPR195C	-0.16	-0.75
YPR196W	-0.01	-0.67
YPR197C	0.29	0.61
YPR198W	-0.18	-0.9
YPR199C	0.32	-0.56
YPR200C	0.14	-0.91
YPR201W	-0.39	-1.28
